,District,District Code,School Code,School Name,number,score,vote
0,Los Angeles Unified,64733,102913,Middle College High,133,31.6165413534,0.73945599022
1,Los Angeles Unified,64733,102921,Harbor Teacher Preparation Ac,13,100.0,0.810384159139
2,Los Angeles County Office of Education,10199,121871,Los Padrinos Juvenile,81,1.37037037037,0.755491167399
3,San Francisco Unified,68478,3830288,Balboa High,55,5.29090909091,0.857183118439
4,Los Angeles Unified,64733,1931864,Grover Cleveland High,83,45.6987951807,0.695140327745
5,Los Angeles Unified,64733,1995794,Youth Opportunities Unlim,44,8.90909090909,0.908750514846
6,Bellflower Unified,64303,1930775,Bellflower High,193,35.8031088083,0.728351881293
7,Los Angeles Unified,64733,1938968,Van Nuys Senior High,103,38.7378640777,0.765187419216
8,Compton Unified,73437,1995695,"Chavez (Cesar) High, Cont.",18,0.0,0.843711153803
9,Los Angeles Unified,64733,1933852,Alexander Hamilton Senior Hig,583,26.0874785592,0.816042024447
10,Covina-Valley Unified,64436,1936418,Northview High,15,27.0,0.712248743719
11,Los Angeles Unified,64733,1934371,Thomas Jefferson Senior High,69,9.97101449275,0.922107850668
12,Compton Unified,73437,1932326,Dominguez High,382,11.8612565445,0.897839225101
13,Los Angeles County Office of Education,10199,121897,Central Juvenile Hall,113,2.10619469027,0.755491167399
14,Los Angeles Unified,64733,124461,Social Justice: Global Issues,43,5.11627906977,0.922107850668
15,Los Angeles Unified,64733,1932847,Los Angeles Center for Enrich,60,58.3833333333,0.740799366838
16,Long Beach Unified,64725,1936947,Polytechnic High,906,19.9966887417,0.836324705586
17,William S. Hart Union High,65136,102459,Golden Valley High,50,37.88,0.493247068338
18,Los Angeles Unified,64733,124479,Social Justice: Fine and Perf,59,15.1694915254,0.922107850668
19,Los Angeles County Office of Education,10199,121921,Afflerbaugh-Paige Camp,13,0.0,0.755491167399
20,Pasadena Unified,64881,1936822,Pasadena High,176,22.4943181818,0.689621329844
21,Lynwood Unified,64774,1935436,Lynwood High,94,21.3723404255,0.818173573955
22,Centinela Valley Union High,64352,1934926,Lawndale High,296,30.2331081081,0.75959933222
23,Santa Monica-Malibu Unified,64980,1938000,Santa Monica High,128,26.328125,0.83513562224
24,West Covina Unified,65094,1939537,West Covina High,70,55.5,0.722227984649
25,Norwalk-La Mirada Unified,64840,1936467,Norwalk High,35,25.6857142857,0.66824754731
26,Los Angeles Unified,64733,1932888,Downtown Business High,46,36.9565217391,0.854956965253
27,Lompoc Unified,69229,4233060,Lompoc High,13,62.0,0.409012131716
28,Los Angeles Unified,64733,1932383,Susan Miller Dorsey Senior Hi,653,17.5068912711,0.911423670669
29,Los Angeles Unified,64733,1939040,Venice Senior High,161,18.7391304348,0.805606900801
30,San Francisco Unified,68478,3839081,Washington (George) High,46,19.4347826087,0.859501229364
31,Los Angeles Unified,64733,124529,Rancho Dominguez Preparatory,253,26.8577075099,0.737823921668
32,Los Angeles Unified,64733,1934454,David Starr Jordan Senior Hig,179,3.3687150838,0.91624251497
33,Los Angeles Unified,64733,1932920,Fairfax Senior High,319,25.4952978056,0.843086361491
34,ABC Unified,64212,1930361,Artesia High,128,44.578125,0.684382665576
35,Los Angeles Unified,64733,1938554,Sylmar Senior High,12,17.0,0.824708926261
36,Pomona Unified,64907,1995901,Diamond Ranch High,70,35.6428571429,0.694546617624
37,Centinela Valley Union High,64352,1933951,Hawthorne High,296,16.1554054054,0.874346343312
38,San Francisco Unified,68478,3830403,Marshall (Thurgood) High,67,7.74626865672,0.868364791399
39,Pomona Unified,64907,1937028,Pomona Senior High,150,20.5066666667,0.724364942147
40,Antelope Valley Union High,64246,1995398,Highland High,65,23.3384615385,0.419696176008
41,Los Angeles Unified,64733,1939479,WESM Health/Sports Medicine,733,18.8622100955,0.76065511572
42,Antelope Valley Union High,64246,1995406,Littlerock High,15,20.0,0.492362982929
