,District,District Code,School Code,School Name,number,score,vote
0,Las Virgenes Unified,64683,1931781,Calabasas High,13,54.0,0.64766536965
1,Acton-Agua Dulce Unified,75309,1995786,Vasquez High,38,34.0263157895,0.512411847673
2,Glendale Unified,64568,1934082,Herbert Hoover High,939,37.3173588924,0.657273715262
3,Southern Humboldt Joint Unified,63040,1237007,South Fork Junior - Senior Hi,41,48.5609756098,0.682593856655
4,Burbank Unified,64337,1933332,"Monterey High, Cont.",13,33.0,0.808108640031
5,Bellflower Unified,64303,1930775,Bellflower High,51,51.0196078431,0.728351881293
6,Los Angeles Unified,64733,1938968,Van Nuys Senior High,204,63.9754901961,0.765187419216
7,William S. Hart Union High,65136,1995802,Valencia High,13,54.0,0.553500458575
8,Los Angeles Unified,64733,1933852,Alexander Hamilton Senior Hig,98,61.2755102041,0.816042024447
9,Covina-Valley Unified,64436,1936418,Northview High,39,56.2307692308,0.712248743719
10,Whittier Union High,65128,1931302,California High,270,47.3111111111,0.678964637258
11,Whittier Union High,65128,1934868,La Serna High,568,43.6690140845,0.593833692599
12,Los Angeles Unified,64733,1932847,Los Angeles Center for Enrich,12,92.0,0.740799366838
13,Arcadia Unified,64261,1930288,Arcadia High,28,57.3214285714,0.641412361689
14,Monrovia Unified,64790,1935923,Monrovia High,107,45.0280373832,0.687778528022
15,Calaveras Unified,61564,531509,Calaveras High,299,35.8528428094,0.366153846154
16,William S. Hart Union High,65136,102459,Golden Valley High,75,53.3866666667,0.493247068338
17,San Francisco Unified,68478,3833407,Lowell High,22,86.5,0.826167975509
18,West Covina Unified,65094,122432,Edgewood High,12,58.0,0.718396082032
19,William S. Hart Union High,65136,102475,West Ranch High,32,56.21875,0.56037496028
20,Centinela Valley Union High,64352,1934926,Lawndale High,26,57.3461538462,0.75959933222
21,Santa Monica-Malibu Unified,64980,1938000,Santa Monica High,174,50.3103448276,0.83513562224
22,West Covina Unified,65094,1939537,West Covina High,52,55.4230769231,0.722227984649
23,Norwalk-La Mirada Unified,64840,1936467,Norwalk High,29,27.4137931034,0.66824754731
24,William S. Hart Union High,65136,1934421,"Bowman (Jereann) High, Cont.",31,19.1935483871,0.45738545338
25,Los Angeles Unified,64733,1931864,Grover Cleveland High,182,69.2967032967,0.695140327745
26,Norwalk-La Mirada Unified,64840,1936475,"El Camino High, Cont.",11,30.0,0.678964637258
27,Los Angeles Unified,64733,1939040,Venice Senior High,67,50.3432835821,0.805606900801
28,San Francisco Unified,68478,3839081,Washington (George) High,32,53.5,0.859501229364
29,Los Angeles Unified,64733,1930866,Bell Senior High,39,20.2564102564,0.895141406817
30,Los Angeles Unified,64733,1932920,Fairfax Senior High,68,52.9558823529,0.843086361491
31,ABC Unified,64212,1930361,Artesia High,11,45.0,0.684382665576
32,Pomona Unified,64907,1995901,Diamond Ranch High,12,67.0,0.694546617624
33,Montebello Unified,64808,1935998,Montebello High,28,71.5714285714,0.737907992804
34,Antelope Valley Union High,64246,1995398,Highland High,32,28.21875,0.419696176008
35,Antelope Valley Union High,64246,1995406,Littlerock High,32,44.0,0.492362982929
36,Torrance Unified,65060,1939602,West High,70,47.5285714286,0.643809331448
37,Downey Unified,64451,1932441,Downey High,145,40.7793103448,0.687788741231
38,Rowland Unified,73452,1937564,Rowland (John A.) High,26,46.3461538462,0.58049122807
39,Glendale Unified,64568,1933472,"Daily (Allan F.) High, Cont.",42,4.57142857143,0.66717603912
40,Los Angeles Unified,64733,1938612,William Howard Taft Senior Hi,640,53.4015625,0.705670515605
41,Los Angeles Unified,64733,1995448,Francisco Bravo Medical Magne,208,65.2692307692,0.870950978694
42,Los Angeles Unified,64733,1932987,John H. Francis Polytechnic,24,67.0,0.750625360785
43,Los Angeles Unified,64733,1931716,Valley Alternative Magnet,52,57.5961538462,0.768974432634
44,Los Angeles Unified,64733,1935568,John Marshall Senior High,225,38.6755555556,0.690659481653
45,Los Angeles Unified,64733,1934033,Hollywood Senior High,208,34.9471153846,0.869295923769
46,Los Angeles Unified,64733,1931476,Canoga Park Senior High,69,45.1449275362,0.744038635678
47,Glendale Unified,64568,1933530,Glendale High,1232,40.6038961039,0.649555830428
48,Downey Unified,64451,1939164,Warren High,117,46.9230769231,0.687788741231
