,latitude,longitude,precinct,zip
15800,39.7608084063,-122.19707254,021-12150,94591.0
15801,39.5826170476,-122.065487379,021-30120,95943.0
15802,39.6234198391,-122.089769586,021-30072,95943.0
15803,39.6458059792,-122.173698812,021-30070,96035.0
15804,39.5140455807,-122.208929523,021-31070,95988.0
15805,39.6706639111,-121.988847564,021-50030,95951.0
15806,37.0494821237,-122.06540256,087-,95041.0
15807,36.9673524311,-121.995534629,087-10020,95062.0
15808,36.9758017135,-121.983035706,087-10060,95010.0
15809,36.9740081349,-121.974915026,087-10080,95062.0
15810,36.984486772,-121.989574646,087-10090,95062.0
15811,36.985231619,-121.978875467,087-10100,95062.0
15812,36.9821285693,-121.971809794,087-10110,95010.0
15813,36.9961864614,-121.973023497,087-10130,94583.0
15814,37.0124308473,-121.992012945,087-10141,95065.0
15815,37.0244869182,-121.974276347,087-10142,95065.0
15816,37.0769575061,-121.964684935,087-10144,95054.0
15817,37.0234153838,-121.987667801,087-10145,95062.0
15818,37.0124308473,-121.992012945,087-10146,95065.0
15819,37.0513523997,-121.998684393,087-10151,95041.0
15820,37.0428496861,-122.00168569,087-10152,95073.0
15821,36.9913299312,-122.020618476,087-10161,95064.0
15822,37.0090669802,-121.996831756,087-10162,95003.0
15823,37.0081505811,-122.020688052,087-10163,95003.0
15824,37.035475711,-122.012629676,087-10164,95066.0
15825,36.9966784714,-122.019654629,087-10165,95064.0
15826,36.9636966925,-121.977701722,087-10170,95062.0
15827,36.9634210723,-121.967410582,087-10190,95062.0
15828,37.1423514594,-121.980543108,087-10201,95033.0
15829,36.9671612668,-121.9707206,087-10220,95062.0
15830,37.109445996,-121.972487713,087-10231,94583.0
15831,37.0807292388,-121.960008044,087-10232,95117.0
15832,37.1321879834,-121.976499225,087-10234,95033.0
15833,37.0987980218,-121.96734605,087-10236,95005.0
15834,37.1041509719,-121.959316818,087-10237,95007.0
15835,36.9773399544,-121.970829134,087-10240,95010.0
15836,36.9678239186,-121.964899284,087-10260,95062.0
15837,36.9935996014,-121.964782025,087-10270,95054.0
15838,37.0609248467,-121.943891684,087-10281,95073.0
15839,37.0640333357,-121.940873472,087-10283,95073.0
15840,37.0582912599,-121.913912396,087-10284,95073.0
15841,37.0916359165,-121.887198158,087-10286,95118.0
15842,37.0516996145,-121.962115496,087-10287,95117.0
15843,37.0114433071,-121.935649442,087-10291,95073.0
15844,37.0111620796,-121.941247612,087-10292,95003.0
15845,37.00369332,-121.946324562,087-10294,95010.0
15846,37.0243326157,-121.937139774,087-10295,95073.0
15847,36.9680131626,-121.977249179,087-10310,95062.0
15848,37.0124566443,-121.961593796,087-10351,95117.0
15849,36.9991268288,-121.974562389,087-10352,95065.0
15850,37.1245656466,-121.936382531,087-10381,95128.0
15851,37.0944466781,-121.950497104,087-10382,94528.0
15852,36.9913378852,-121.951214021,087-10410,95064.0
15853,36.9686250209,-121.958310307,087-10490,95010.0
15854,37.059586366,-121.988277339,087-10521,95062.0
15855,37.057774461,-121.983309914,087-10523,95065.0
15856,37.009336473,-122.021221566,087-10533,94507.0
15857,37.0947540949,-121.841706764,087-10551,95120.0
15858,37.0684955209,-121.830133513,087-10552,95066.0
15859,37.0746478248,-121.946586523,087-10572,95018.0
15860,37.085119186,-121.972477532,087-10581,94583.0
15861,37.0046626605,-121.928528111,087-10603,95073.0
15862,37.0023594309,-121.936660519,087-10620,95128.0
15863,37.0687359046,-121.980095697,087-10653,95066.0
15864,37.0026558938,-121.981276591,087-10682,94536.0
15865,36.9928993687,-122.014926865,087-10690,95066.0
15866,36.9942715927,-122.011566113,087-10700,95002.0
15867,37.0389253288,-121.965065635,087-10763,95073.0
15868,37.0097505647,-121.99684114,087-11010,95065.0
15869,36.9923869006,-122.015970048,087-11120,95064.0
15870,36.9674757854,-121.967383149,087-12010,95062.0
15871,36.9703006272,-121.964900318,087-12023,95062.0
15872,36.9675156938,-121.963240488,087-12024,95062.0
15873,37.075184276,-121.987740765,087-14110,95062.0
15874,37.0458574152,-122.014305593,087-14121,95066.0
15875,37.0610964187,-121.987722479,087-14123,95062.0
15876,37.0358811386,-122.014360239,087-14141,95066.0
15877,36.9260367709,-121.799728253,087-20011,95019.0
15878,36.9259561094,-121.799868652,087-20013,95019.0
15879,36.9716083935,-121.786877923,087-20020,93933.0
15880,37.0566556203,-121.781380108,087-20041,95019.0
15881,37.0677841299,-121.825136029,087-20044,95066.0
15882,36.9923913968,-121.811805803,087-20061,95064.0
15883,37.0695967704,-121.811518949,087-20093,95066.0
15884,36.9747312995,-121.831807909,087-20101,95123.0
15885,37.0768916258,-121.863658798,087-20150,95018.0
15886,37.009929279,-121.924210005,087-20221,93921.0
15887,37.0132485079,-121.921359056,087-20222,95073.0
15888,36.9868465807,-121.919220034,087-20231,95010.0
15889,36.9975627919,-121.911046312,087-20232,95003.0
15890,37.0015550957,-121.901282484,087-20241,95003.0
15891,37.0030738671,-121.896767578,087-20242,95003.0
15892,36.9929732882,-121.866766088,087-20243,95003.0
15893,37.0024914352,-121.901844509,087-20244,95003.0
15894,36.9799071332,-121.91412085,087-20260,95010.0
15895,36.9757270024,-121.905350599,087-20280,95010.0
15896,36.9748330402,-121.899342544,087-20300,95010.0
15897,36.9712422497,-121.887627829,087-20320,95062.0
15898,36.9709805413,-121.874506618,087-20330,95062.0
15899,36.9446730219,-121.844497351,087-20341,95076.0
15900,36.9494879142,-121.851638118,087-20351,95136.0
15901,36.9593690386,-121.861256463,087-20352,95133.0
15902,36.9612785642,-121.887251928,087-20354,95003.0
15903,36.9189548472,-121.853775201,087-20381,94586.0
15904,37.0104047712,-121.917759598,087-20392,95003.0
15905,37.0044040292,-121.825298946,087-20402,95003.0
15906,36.9791361507,-121.830853849,087-20421,95123.0
15907,36.9665892183,-121.884631537,087-20520,95003.0
15908,36.9861823148,-121.868854587,087-20541,95035.0
15909,37.0114288694,-121.85482369,087-20551,95003.0
15910,37.0792990948,-121.877953259,087-20591,95003.0
15911,37.0612440003,-121.911151,087-20592,94539.0
15912,37.0352323467,-121.913618446,087-20611,95073.0
15913,36.9142551103,-121.785701805,087-20622,95019.0
15914,36.9767180333,-121.941982424,087-22010,95010.0
15915,36.9842694673,-121.941085079,087-22040,95010.0
15916,36.9843066419,-121.944229378,087-22050,95010.0
15917,36.8872505101,-121.78663356,087-23190,93933.0
15918,36.9395987905,-121.785015643,087-23311,95019.0
15919,36.9314785456,-121.778386122,087-23312,95019.0
15920,36.9410764843,-121.7750804,087-23360,95019.0
15921,36.9132890966,-121.819335919,087-23492,95019.0
15922,36.9526495319,-121.767315452,087-23660,95076.0
15923,37.0261955437,-122.097643938,087-30010,95060.0
15924,37.1896145763,-122.244047712,087-30020,95017.0
15925,37.0745064627,-122.143212062,087-30030,95018.0
15926,37.1319550628,-122.168645711,087-30041,94305.0
15927,37.1305292392,-122.162051099,087-30042,95006.0
15928,37.0988256725,-122.136461275,087-30044,95005.0
15929,37.034480329,-122.098568132,087-30046,95060.0
15930,37.1019242152,-122.135169401,087-30047,95007.0
15931,37.2149807705,-122.199558784,087-30052,95013.0
15932,37.0511453836,-122.093788184,087-30072,95041.0
15933,36.9688989286,-121.997825466,087-30080,95062.0
15934,36.9735315789,-121.997465376,087-30100,95062.0
15935,37.0008783433,-122.051203197,087-30121,95064.0
15936,36.9778208071,-122.060764906,087-31011,95064.0
15937,36.9768552315,-122.06095701,087-31012,95064.0
15938,36.9806237747,-122.060171602,087-31013,95064.0
15939,36.9662406752,-122.048240337,087-31020,95062.0
15940,36.9749827019,-122.052082096,087-31030,95064.0
15941,36.9773247832,-122.044927516,087-31050,95010.0
15942,36.9695175505,-122.037327105,087-31070,95062.0
15943,36.96601364,-122.037123454,087-31140,94542.0
15944,36.9689161479,-122.034865113,087-31150,95062.0
15945,36.974473259,-122.031017687,087-31160,95010.0
15946,36.9771708228,-122.020312032,087-31190,95010.0
15947,36.968450242,-122.033732027,087-31210,95062.0
15948,36.9716055222,-122.01588066,087-31240,95062.0
15949,36.9571483289,-122.033782035,087-31250,94560.0
15950,36.9587927482,-122.025637565,087-31300,95062.0
15951,36.9595049818,-122.025457609,087-31301,95062.0
15952,36.9503374525,-122.049015341,087-31342,95064.0
15953,36.9849509394,-122.04529147,087-31400,95064.0
15954,36.9753001768,-122.008563395,087-31450,95010.0
15955,36.9735756766,-121.997643541,087-31480,95062.0
15956,36.9767562423,-122.001428512,087-31490,95010.0
15957,36.9679285662,-122.001750243,087-31511,95062.0
15958,36.9827805955,-121.994427261,087-31530,95062.0
15959,36.9724202806,-122.014859222,087-31560,95062.0
15960,36.9851956491,-122.011123887,087-31580,95002.0
15961,37.0001882766,-122.060782765,087-31600,95064.0
15962,36.9830594788,-122.049180385,087-31610,95064.0
15963,37.0022281585,-122.054810581,087-31630,95064.0
15964,37.0001975637,-122.060783585,087-31650,95064.0
15965,37.002909029,-122.056869902,087-31690,95064.0
15966,36.9817017526,-121.998487847,087-31710,95062.0
15967,36.8999297428,-121.75743436,087-40010,95076.0
15968,36.9427186169,-121.712703576,087-40071,95076.0
15969,36.9726767138,-121.755441967,087-40161,95076.0
15970,36.9943285202,-121.717893931,087-40162,95064.0
15971,36.9161944836,-121.699093254,087-40221,95019.0
15972,36.940060135,-121.624867557,087-40230,93901.0
15973,37.0109515979,-121.751630308,087-40270,95076.0
15974,36.908744262,-121.779544038,087-40310,95019.0
15975,36.9144378987,-121.760883368,087-43100,95076.0
15976,36.9160432723,-121.757973499,087-43110,95076.0
15977,36.9154987331,-121.754161463,087-43200,95076.0
15978,36.9157155028,-121.746363971,087-43220,95076.0
15979,36.9160424911,-121.748895569,087-43260,94551.0
15980,36.9226380325,-121.77469222,087-43410,95019.0
15981,36.9179166712,-121.776819553,087-43441,95039.0
15982,36.9206633042,-121.76800688,087-43501,95019.0
15983,36.9239297387,-121.762323657,087-43540,95076.0
15984,36.9379770611,-121.768453121,087-43610,95019.0
15985,36.9230406507,-121.764628555,087-43621,95139.0
15986,36.9335206859,-121.763122636,087-43631,95019.0
15987,36.9234421359,-121.746568284,087-43710,95076.0
15988,36.9234421345,-121.746568286,087-43711,95076.0
15989,36.9273186664,-121.738273624,087-43731,95076.0
15990,36.9167407408,-121.741690871,087-43732,95013.0
15991,36.923242594,-121.736567443,087-43741,95076.0
15992,37.0343114046,-122.041379732,087-50011,95065.0
15993,37.0351677583,-122.041749672,087-50013,95060.0
15994,37.0304529268,-122.062658007,087-50014,95065.0
15995,37.0327172482,-122.039651639,087-50015,95065.0
15996,37.0446116445,-122.050283443,087-50017,95041.0
15997,37.0454782998,-122.08386601,087-50021,95041.0
15998,37.0325378892,-122.081375305,087-50023,95065.0
15999,37.0469068103,-122.091164493,087-50040,95005.0
16000,37.0569700702,-122.060240334,087-50061,95018.0
16001,37.0690356363,-122.070792649,087-50082,94043.0
16002,37.057566058,-122.063073201,087-50083,95041.0
16003,37.0687034293,-122.091003105,087-50090,95005.0
16004,37.0830231121,-122.071651408,087-50091,94597.0
16005,37.0687528639,-122.085323389,087-50092,94040.0
16006,37.0591642429,-122.114669892,087-50093,95060.0
16007,37.0652820586,-122.071029766,087-50096,95018.0
16008,37.0913071717,-122.095290166,087-50102,95005.0
16009,37.1216911606,-122.123722704,087-50111,95060.0
16010,37.1095822564,-122.13173834,087-50112,95007.0
16011,37.1118924755,-122.135931505,087-50115,94510.0
16012,37.1132208616,-122.059192258,087-50121,95018.0
16013,37.1095669235,-122.040487255,087-50141,94520.0
16014,37.1128310161,-122.021988234,087-50142,94518.0
16015,37.090656854,-122.057385228,087-50144,95041.0
16016,37.1277597592,-122.03039118,087-50146,94560.0
16017,37.0919108985,-122.046330099,087-50148,95070.0
16018,37.0993998165,-122.034738413,087-50151,95005.0
16019,37.0798830338,-122.031968486,087-50154,95018.0
16020,37.0667344973,-122.01124451,087-50157,95066.0
16021,37.1321309136,-122.130162761,087-50161,94306.0
16022,37.1627410877,-122.058026609,087-50163,95041.0
16023,37.132888409,-122.138864647,087-50174,95006.0
16024,37.1836241531,-122.171054619,087-50181,94305.0
16025,37.1742913776,-122.15278799,087-50183,95006.0
16026,37.1689068233,-122.069842654,087-50191,95006.0
16027,37.2223280205,-122.135125413,087-50202,95030.0
16028,37.1794767749,-122.13945381,087-50203,95006.0
16029,37.1627586593,-122.0140578,087-50204,95066.0
16030,37.2005279388,-122.147084005,087-50211,95006.0
16031,37.2748522418,-122.149581894,087-50221,95006.0
16032,37.177553271,-122.064814591,087-50222,95006.0
16033,37.2221609055,-122.13023138,087-50224,95030.0
16034,37.1165017707,-121.984052646,087-50232,95033.0
16035,37.1092834277,-121.989987415,087-50233,95033.0
16036,37.1056477243,-122.062426559,087-50243,95007.0
16037,37.1190240166,-122.011838379,087-50250,95002.0
16038,37.1743565981,-122.193482792,087-50263,95006.0
16039,37.1491865085,-122.170306242,087-50265,94305.0
16040,37.1067183412,-122.05885034,087-50273,95018.0
16041,37.0523355622,-122.095051659,087-50284,95041.0
16042,37.1136420976,-122.130504853,087-50302,95017.0
16043,37.0420110265,-122.037612009,087-50341,95073.0
16044,37.0291051253,-122.036114547,087-50342,95065.0
16045,37.0482388609,-122.037895269,087-50344,95041.0
16046,37.0231616309,-122.035431971,087-50381,95065.0
16047,37.0330432333,-122.022457979,087-50382,95065.0
16048,37.068503826,-122.058207921,087-50401,95018.0
16049,37.0814025763,-122.063304217,087-50403,95018.0
16050,37.0664772688,-122.046052432,087-50415,95070.0
16051,37.0562998462,-122.056263756,087-50416,95041.0
16052,37.0683592454,-122.039281102,087-50453,95066.0
16053,37.0117928727,-122.032186421,087-50480,94560.0
16054,37.1716749949,-122.064143905,087-50492,95006.0
16055,37.1164230635,-122.019356974,087-50502,95066.0
16056,37.1282916549,-122.012800107,087-50503,95066.0
16057,37.118693176,-122.017286038,087-50507,94085.0
16058,37.0064340329,-122.041336473,087-50521,95003.0
16059,36.9946680618,-122.028227087,087-50522,95064.0
16060,37.0161654644,-122.026474687,087-50541,95066.0
16061,37.0069978428,-122.045865293,087-51010,95003.0
16062,36.991450655,-122.024445342,087-51080,95064.0
16063,36.9868835978,-122.004264825,087-51090,95064.0
16064,36.9783264179,-122.045879817,087-51620,95070.0
16065,36.9778535014,-122.025264384,087-51770,95010.0
16066,37.0427412573,-122.03445694,087-54010,95073.0
16067,37.045148108,-122.027169133,087-54020,95041.0
16068,37.0520007418,-122.018338051,087-54031,95041.0
16069,37.0647555524,-122.005271368,087-54051,95066.0
16070,37.0797035007,-122.003870287,087-54061,95066.0
16071,37.0394886049,-122.024581994,087-54070,95073.0
16072,37.0394886049,-122.024581994,087-54071,95073.0
16073,37.7811483559,-122.208356842,001-356210,94613.0
16074,37.8798214866,-122.255045157,001-201700,94720.0
16075,37.7540843221,-122.177692669,001-415000,94603.0
16076,37.7390789059,-122.155066947,001-410600,94603.0
16077,37.8716288382,-122.2498928,001-202310,94720.0
16078,37.8657882547,-122.244733203,001-203500,94702.0
16079,37.860591125,-122.244174058,001-202900,94705.0
16080,37.8578686804,-122.244572555,001-203400,94705.0
16081,37.7962699708,-122.171726285,001-9364210,94613.0
16082,37.8768229489,-122.281527205,001-207100,94709.0
16083,37.7941484913,-122.175581471,001-9364320,94613.0
16084,37.8741744379,-122.266121423,001-201900,94709.0
16085,37.7982629369,-122.074807775,001-9464350,94523.0
16086,37.5679006161,-122.043485168,001-830700,94536.0
16087,37.5800321493,-122.031111449,001-831300,94560.0
16088,37.8578070041,-122.213432981,001-213300,94705.0
16089,37.5708827596,-122.032466181,001-831410,94536.0
16090,37.5558659034,-122.011693709,001-832010,95002.0
16091,37.8180091311,-122.239812652,001-225900,94610.0
16092,37.8118982694,-122.228356228,001-226400,94610.0
16093,37.8299571094,-122.2144645,001-245200,94611.0
16094,37.8089764624,-122.210734235,001-224800,94612.0
16095,37.8592840925,-122.282114211,001-208910,94702.0
16096,37.8593308181,-122.282377708,001-209000,94702.0
16097,37.8587127965,-122.280155179,001-209010,94703.0
16098,37.8636400048,-122.262804369,001-204510,94703.0
16099,37.6964786567,-122.0035097,001-9492200,94552.0
16100,37.6749686921,-122.019290064,001-9492110,94587.0
16101,37.6696249681,-122.06543934,001-9431700,94541.0
16102,37.678881282,-122.06521756,001-9431210,94541.0
16103,37.7669581476,-122.183971627,001-363100,94613.0
16104,37.7178313765,-122.189409625,001-9373010,94577.0
16105,37.6698400147,-122.089171073,001-432010,94541.0
16106,37.6810014238,-122.090564166,001-9430710,94541.0
16107,37.6000462174,-121.931895902,001-9498360,94587.0
16108,37.8421814314,-122.278704018,001-310300,94707.0
16109,37.8422675747,-122.267649807,001-310600,94404.0
16110,37.8379407984,-122.262792898,001-9215630,94609.0
16111,37.7180781533,-122.145917266,001-453100,95356.0
16112,37.7405493507,-122.144259552,001-457100,94022.0
16113,37.7336119976,-122.15101281,001-457700,94605.0
16114,37.6902006838,-122.162005043,001-9450930,94579.0
16115,37.6914008636,-122.167857245,001-450800,94577.0
16116,37.6260944314,-122.097665409,001-422810,94555.0
16117,37.629683276,-122.046935315,001-432810,94544.0
16118,37.8058493142,-122.196003764,001-344700,94602.0
16119,37.6174426399,-122.062203475,001-9423620,94544.0
16120,37.6878461157,-122.14690494,001-450400,94579.0
16121,37.6890911929,-122.135764609,001-451510,94580.0
16122,37.8292500214,-122.236937335,001-280100,95637.0
16123,37.6715470239,-122.104222645,001-9481540,94541.0
16124,37.6374524693,-121.891156326,001-9870010,95113.0
16125,37.6760806519,-122.060669596,001-491300,94580.0
16126,37.674438653,-121.771388034,001-501300,95377.0
16127,37.7269940149,-121.724157673,001-500110,94551.0
16128,37.7082405793,-121.748571649,001-500210,95132.0
16129,37.6908529808,-121.749957503,001-502100,94014.0
16130,37.6673850203,-121.789431933,001-501600,95386.0
16131,37.709831576,-122.128699804,001-9455200,94578.0
16132,37.672854097,-121.796798177,001-501830,95355.0
16133,37.6357690115,-121.986527351,001-9438140,94544.0
16134,37.6800988844,-121.996756804,001-9438120,94541.0
16135,37.622382726,-121.768704287,001-9535090,95351.0
16136,37.5945729387,-122.025375845,001-821600,95627.0
16137,37.6058582564,-122.019631132,001-823200,94587.0
16138,37.5884147047,-122.013540719,001-821200,94587.0
16139,37.6672087215,-121.765185077,001-9510610,95386.0
16140,37.5940040945,-122.024526608,001-821500,94587.0
16141,37.6060501799,-122.051685686,001-823510,94545.0
16142,37.7750986092,-121.627227529,001-9510100,95391.0
16143,37.5921645145,-122.074060483,001-821900,94041.0
16144,37.7165281228,-121.807721208,001-9510110,94568.0
16145,37.7181285566,-121.935867966,001-540800,94568.0
16146,37.7281881299,-122.1208157,001-9447010,94578.0
16147,37.7287021377,-122.124558803,001-9447040,94578.0
16148,37.6622903802,-121.834663117,001-520240,95122.0
16149,37.8005260806,-122.226700613,001-224400,94602.0
16150,37.804792285,-122.229529564,001-9224300,94602.0
16151,37.6819408888,-121.871504519,001-520110,94015.0
16152,37.6667627269,-122.11876743,001-9420310,94580.0
16153,37.7018802332,-121.907087311,001-520810,94568.0
16154,37.7993280154,-122.220954069,001-354110,94111.0
16155,37.6773380935,-121.91637984,001-521100,94582.0
16156,37.8075464022,-122.275116546,001-335810,94612.0
16157,37.8150130525,-122.253299505,001-325510,94610.0
16158,37.6681551481,-122.108745792,001-483000,94575.0
16159,37.8105157161,-122.249007967,001-325800,94610.0
16160,37.7985638689,-122.274780637,001-336910,94703.0
16161,37.5451263204,-122.002886004,001-832300,94555.0
16162,37.554241315,-122.000479946,001-832200,94037.0
16163,37.5545475259,-121.999872877,001-832210,94037.0
16164,37.5601627686,-121.996381677,001-835100,94536.0
16165,37.7675527153,-122.271086167,001-304120,94501.0
16166,37.6662717425,-121.826884681,001-9535070,95111.0
16167,37.4963316657,-121.895963784,001-9839520,94070.0
16168,37.6857313815,-121.845011541,001-9535600,94566.0
16169,37.5338470282,-122.022381087,001-850600,94065.0
16170,37.7231742994,-122.064563148,001-9464700,94552.0
16171,37.5082489998,-121.891887001,001-838000,95125.0
16172,37.5496550377,-122.055330533,001-851000,94555.0
16173,37.5623574134,-122.037045392,001-851520,94542.0
16174,37.5191351179,-121.909644966,001-9839350,94539.0
16175,37.5313500632,-121.933992304,001-837000,94539.0
16176,37.5148851724,-121.964026923,001-833500,95054.0
16177,37.5166700951,-121.924226104,001-837600,94539.0
16178,37.6314372495,-122.068834854,001-423100,94544.0
16179,37.9044166981,-122.269807295,001-205000,94708.0
16180,37.8888536692,-122.276570595,001-205800,94706.0
16181,37.8840497797,-122.268526475,001-206200,94709.0
16182,37.7903377476,-122.211726718,001-344100,94619.0
16183,37.8860776843,-122.266572985,001-206300,94709.0
16184,37.7690578729,-122.207904844,001-361000,94602.0
16185,37.8802754397,-122.246333966,001-201710,94709.0
16186,37.8800485625,-122.256319671,001-201800,94720.0
16187,37.7391225964,-122.13728063,001-400700,94603.0
16188,37.899643945,-122.260721999,001-200100,94708.0
16189,37.8979162167,-122.269326498,001-201100,94707.0
16190,37.8830735734,-122.261644374,001-201500,94708.0
16191,37.904322278,-122.269643664,001-201000,94708.0
16192,37.7683853211,-122.153500207,001-400900,94605.0
16193,37.7448569909,-122.1594977,001-410300,94579.0
16194,37.7535450319,-122.193314032,001-9361400,94621.0
16195,37.7592115591,-122.187111027,001-361300,94605.0
16196,37.7805007916,-122.142584035,001-364510,94613.0
16197,37.5880819433,-122.040156303,001-831200,94520.0
16198,37.7730714586,-122.143921068,001-364400,94103.0
16199,37.7983121474,-122.215409239,001-9224420,94602.0
16200,37.7859384324,-122.21385841,001-9355220,94115.0
16201,37.8314350474,-122.252389492,001-223010,94609.0
16202,37.7715952948,-122.005791628,001-9464670,94533.0
16203,37.8373242497,-122.221738116,001-213900,94608.0
16204,37.8498353649,-122.237523143,001-214300,94618.0
16205,37.5692493851,-121.957387195,001-9839200,94536.0
16206,37.5835273005,-121.999463655,001-834000,94598.0
16207,37.7978719454,-122.250699633,001-334000,94606.0
16208,37.8029910411,-122.237118531,001-353400,95017.0
16209,37.8310559623,-122.207493632,001-244500,94602.0
16210,37.8233370641,-122.20333194,001-244700,94611.0
16211,37.8230248302,-122.186551644,001-244800,94611.0
16212,37.798263046,-122.256622279,001-9333930,94606.0
16213,37.6948800022,-122.044367683,001-9491020,94542.0
16214,37.8207514583,-122.206022858,001-245000,94130.0
16215,37.8653243782,-122.28533432,001-209100,94702.0
16216,37.7999958673,-122.255127999,001-333600,94720.0
16217,37.6686954062,-122.102809586,001-9420010,94541.0
16218,37.7984975614,-122.185117452,001-345700,94613.0
16219,37.8060793332,-122.192646205,001-344800,94602.0
16220,37.8597657537,-122.271695816,001-208400,94703.0
16221,37.6856258061,-122.056767316,001-9431300,94544.0
16222,37.6461030444,-122.094790406,001-422100,94024.0
16223,37.6475348344,-122.078906328,001-421400,94546.0
16224,37.7740832292,-122.159383511,001-364900,94501.0
16225,37.8538961336,-122.252730954,001-203800,94720.0
16226,37.6283355485,-122.032783782,001-9432910,94560.0
16227,37.8645381197,-122.262993749,001-9207640,94703.0
16228,37.6604037551,-122.056876966,001-433500,94544.0
16229,37.8628516478,-122.259769651,001-204300,94704.0
16230,37.8650982171,-122.273470229,001-208200,94703.0
16231,37.7730087348,-122.195320343,001-347300,94103.0
16232,37.7778580041,-122.188064826,001-362800,94613.0
16233,37.7717613163,-122.200786728,001-362100,94601.0
16234,37.6748324158,-122.068304857,001-431800,94541.0
16235,37.7688221043,-122.164139358,001-365200,94516.0
16236,37.7554681682,-122.19834662,001-361200,94583.0
16237,37.7633565478,-122.210703394,001-9361100,94621.0
16238,37.7148252784,-122.035991682,001-475500,94546.0
16239,37.8719015981,-122.28210549,001-209300,94595.0
16240,37.6679200254,-121.987771282,001-9490100,95062.0
16241,37.8743164642,-122.294496214,001-209600,94706.0
16242,37.8371332997,-122.278744559,001-380200,94608.0
16243,37.8305710053,-122.294380393,001-380600,94608.0
16244,37.8293737232,-122.260603526,001-215700,94611.0
16245,37.7165593282,-122.126679262,001-9456610,94578.0
16246,37.6682192982,-122.096498623,001-9430120,94541.0
16247,37.6790265779,-122.092640452,001-9430510,94541.0
16248,37.8365118327,-122.265850265,001-311500,94609.0
16249,37.667775851,-122.055396574,001-433900,94544.0
16250,37.7321002216,-122.161366362,001-458200,94603.0
16251,37.6342191314,-122.098721186,001-422900,94555.0
16252,37.6242213726,-122.06537224,001-423610,94544.0
16253,37.6197347432,-122.035749099,001-424000,94542.0
16254,37.6508558105,-121.949812149,001-9498220,94528.0
16255,37.6383501425,-121.94469285,001-9498310,94544.0
16256,37.567956538,-121.95596877,001-9839210,94538.0
16257,37.5420346117,-121.906967074,001-837300,94539.0
16258,37.6719628291,-122.099039311,001-9481520,95350.0
16259,37.8952299765,-122.299319937,001-261300,94706.0
16260,37.7414216426,-122.093788496,001-9464710,94024.0
16261,37.6671505532,-122.099312207,001-9481550,94555.0
16262,37.8010958157,-122.169178695,001-9394200,94123.0
16263,37.6916973718,-122.058802446,001-470900,94544.0
16264,37.8876361527,-122.292375217,001-261600,94706.0
16265,37.8015179824,-122.135982675,001-9464020,94510.0
16266,37.508218971,-121.69240071,001-9510920,94561.0
16267,37.7101828569,-121.851850649,001-547790,94566.0
16268,37.7278700574,-121.841615747,001-547710,94124.0
16269,37.6713692134,-122.029119581,001-9491630,94542.0
16270,37.6893421972,-122.062183598,001-9470700,94005.0
16271,37.5988536833,-121.92549648,001-9866900,94030.0
16272,37.6477415628,-122.040550294,001-9490200,94520.0
16273,37.6608575737,-121.803677292,001-501630,94542.0
16274,37.6729332862,-121.773983544,001-502010,95355.0
16275,37.6289420331,-122.018504005,001-9810900,94587.0
16276,37.5144968106,-121.869284334,001-9867320,95035.0
16277,37.6915546505,-121.781594166,001-502500,94014.0
16278,37.6862253431,-121.790910205,001-502800,94579.0
16279,37.7177736497,-121.696883375,001-9500220,95356.0
16280,37.653470818,-121.558065811,001-9510800,95377.0
16281,37.5919320963,-122.053895234,001-821710,94544.0
16282,37.6451985788,-121.783115809,001-9535040,95019.0
16283,37.6095570703,-122.017531878,001-823000,94587.0
16284,37.650698619,-121.971532895,001-9498100,94583.0
16285,37.7211683682,-121.678463208,001-9510300,94134.0
16286,37.5872587097,-122.021571201,001-821400,94552.0
16287,37.5793389974,-122.066966917,001-822200,94544.0
16288,37.5786906848,-122.076848375,001-823800,94041.0
16289,37.5987952481,-122.060857107,001-823610,94030.0
16290,37.5830471795,-122.073112714,001-823810,94043.0
16291,37.7156734179,-121.943455312,001-540600,94568.0
16292,37.6526254649,-121.861671482,001-520420,94566.0
16293,37.6540386444,-121.873447867,001-520400,94566.0
16294,37.667078967,-122.106598583,001-9420020,94541.0
16295,37.7898505573,-122.219054923,001-355100,94105.0
16296,37.6703473264,-122.106144768,001-9430010,94541.0
16297,37.6579053225,-121.852839574,001-520320,94566.0
16298,37.6709234941,-122.105361576,001-9430020,94541.0
16299,37.7773124833,-122.217247815,001-356500,94601.0
16300,37.7991343608,-122.217846203,001-9224440,94601.0
16301,37.7931813026,-122.218563964,001-355000,94601.0
16302,37.8106050233,-122.273285557,001-9335910,94612.0
16303,37.7013459213,-121.849461254,001-523120,94566.0
16304,37.8179479611,-122.258827377,001-325200,94704.0
16305,37.7920913625,-122.262325206,001-333410,94606.0
16306,37.6940273729,-121.865077433,001-522130,94588.0
16307,37.6953970715,-122.124782897,001-442700,94578.0
16308,37.7088603329,-122.122419548,001-443500,94578.0
16309,37.8115802729,-122.273416076,001-9335600,94610.0
16310,37.6834443956,-122.098040321,001-9481310,94555.0
16311,37.6882865842,-121.903700306,001-520820,94005.0
16312,37.8309851233,-122.296163161,001-335000,94706.0
16313,37.8127684644,-122.273996703,001-335900,94612.0
16314,37.6933222602,-122.056544773,001-491000,94544.0
16315,37.6638037084,-121.856327359,001-9535300,94566.0
