,District,School Code,School Name,number,score,vote
325,San Francisco Unified,3833241,Lincoln (Abraham) High,55,9.27272727273,0.828576160769
326,San Juan Unified,3435930,Mira Loma High,15,7.0,0.613770210943
327,Sweetwater Union High,3730843,Eastlake High,74,36.3783783784,0.65339010809
328,Kern Union High,1535392,South High,102,9.67647058824,0.610088215336
329,Antelope Valley Union High,1936624,Palmdale High,289,6.01038062284,0.553662314671
330,Los Angeles Unified,112037,East Valley Sr. High,11,0.0,0.806232062321
331,Los Angeles Unified,112052,Panorama High,11,18.0,0.811033771591
332,Los Angeles County Office of Education,1996214,Renaissance Community Day,12,0.0,0.870829997331
333,San Jacinto Unified,3337656,San Jacinto High,65,3.01538461538,0.533046674527
334,Chino Valley Unified,3630522,Ruben S. Ayala High,11,18.0,0.556755844375
335,Elk Grove Unified,105916,Monterey Trail High,247,14.5020242915,0.53358802929
336,East Side Union High,4332995,Hill (Andrew P.) High,11,9.0,0.801701812801
337,Los Angeles Unified,1930692,Riley (Thomas) High,11,0.0,0.918353525472
338,Fremont Unified,138693,Washington High,49,16.1836734694,0.766172677153
339,Los Angeles Unified,124362,Valley Academy of Arts and Sc,20,15.0,0.637237402169
340,Modesto City High,5031380,Davis (Grace M.) High,26,7.84615384615,0.53838479573
341,Fontana Unified,3630555,Fontana Miller (A. B.) High,134,11.1492537313,0.601653303499
342,West Contra Costa Unified,730598,Hercules High,157,5.72611464968,0.797390691114
343,Chaffey Joint Union High,3630571,Rancho Cucamonga High,306,27.5490196078,0.480173587474
344,Jurupa Unified,114157,Patriot High,12,25.0,0.623540063377
345,Victor Valley Union High,110064,University Preparatory,24,46.125,0.4636347359
346,Inglewood Unified,1934249,Hillcrest High,12,0.0,0.897945746642
347,San Bernardino City Unified,3634680,Pacific High,220,9.2,0.626600253419
348,Rialto Unified,3630597,Rialto High,122,11.6967213115,0.787734487734
349,Morongo Unified,3636743,Twentynine Palms High,39,10.3076923077,0.377001455604
350,New Haven Unified,134668,James Logan High,187,7.65240641711,0.829640361343
351,Corona-Norco Unified,3331600,Corona High,14,14.0,0.490584294753
352,Bellflower Unified,1930775,Bellflower High,117,28.2393162393,0.728351881293
