,District,District Code,School Code,School Name,number,score,vote
0,Alameda City Unified,61119,1,District Students in NPS,183,7.74316939891,0.643058547424
1,Vacaville Unified,70573,4837803,Vacaville High,60,46.8333333333,0.570959803117
2,West Contra Costa Unified,61796,732164,De Anza Senior High,57,24.7894736842,0.8259762309
3,Las Virgenes Unified,64683,1931781,Calabasas High,48,58.0625,0.64766536965
4,Newark Unified,61234,130054,Newark Memorial High,33,48.5757575758,0.786626940927
5,Morongo Unified,67777,3636743,Twentynine Palms High,13,54.0,0.330801687764
6,Murrieta Valley Unified,75200,118794,Murrieta Mesa High,74,58.5810810811,0.551023137622
7,New Haven Unified,61242,134668,James Logan High,114,46.4912280702,0.816524839006
8,Temecula Valley Unified,75192,3330743,Chaparral High,77,61.1298701299,0.423866370972
9,Fremont Unified,61176,130062,American High,12,50.0,0.759161490683
10,Davis Joint Unified,72678,5732201,Davis Senior High,11,73.0,0.521778584392
11,Corona-Norco Unified,67033,3331600,Corona High,44,72.7727272727,0.47779425263
12,San Lorenzo Unified,61309,137745,Royal Sunset (Continuation),11,0.0,0.819102405629
13,Redlands Unified,67843,118802,Citrus Valley High,44,61.4772727273,0.455927591103
14,Grossmont Union High,68130,3734548,Monte Vista High,73,47.7945205479,0.567637598284
15,Rialto Unified,67850,102830,Wilmer Amina Carter High,127,38.5039370079,0.666440562998
16,Anaheim Union High,66431,3030038,Cypress High,43,79.3488372093,0.555395524042
17,Pleasanton Unified,75101,130583,Amador Valley High,24,62.5,0.670665009323
18,East Side Union High,69427,4330031,Independence High,23,39.1304347826,0.800276490201
19,William S. Hart Union High,65136,1995802,Valencia High,87,66.724137931,0.553500458575
20,Compton Unified,73437,1995695,"Chavez (Cesar) High, Cont.",16,0.0,0.843711153803
21,Los Angeles Unified,64733,1933852,Alexander Hamilton Senior Hig,234,54.6752136752,0.816042024447
22,Acalanes Union High,61630,733725,Las Lomas High,16,63.0,0.74777603349
23,Beaumont Unified,66993,3330479,Beaumont Senior High,48,60.7083333333,0.465511092089
24,Rialto Unified,67850,3630597,Rialto High,35,40.0,0.797048080953
25,San Marcos Unified,73791,3737632,San Marcos High,32,87.34375,0.556289356474
26,Carlsbad Unified,73551,3730694,Carlsbad High,12,83.0,0.549352222947
27,Corona-Norco Unified,67033,110627,Eleanor Roosevelt High,182,64.8736263736,0.469943247562
28,Riverside Unified,67215,3334406,North (John W.) High,81,57.012345679,0.6940433213
29,Compton Unified,73437,1932326,Dominguez High,42,19.0,0.897839225101
30,Perris Union High,67207,113191,Heritage High,48,60.2916666667,0.502294893861
31,Anaheim Union High,66431,3036712,Savanna High,24,45.75,0.685525159022
32,Natomas Unified,75283,102236,Inderkum High,82,38.9146341463,0.673297678059
33,Riverside Unified,67215,3336237,Polytechnic High,70,49.9571428571,0.55196454629
34,Capistrano Unified,66464,3030574,Aliso Niguel High,28,64.6785714286,0.504467148292
35,Claremont Unified,64394,1931823,Claremont High,67,55.1343283582,0.593502314996
36,Pleasanton Unified,75101,130096,Foothill High,26,53.6538461538,0.704460402549
37,Long Beach Unified,64725,1936947,Polytechnic High,395,49.4278481013,0.836324705586
38,Clovis Unified,62117,1030196,Clovis West High,12,50.0,0.410257742673
39,Chaffey Joint Union High,67652,3631157,Colony High,74,57.2432432432,0.584564584732
40,William S. Hart Union High,65136,102459,Golden Valley High,86,48.8837209302,0.493247068338
41,Poway Unified,68296,118935,Del Norte High,23,60.652173913,0.480098943108
42,Walnut Valley Unified,73460,1932862,Diamond Bar High,52,59.6923076923,0.57246031746
43,San Francisco Unified,68478,3833407,Lowell High,11,73.0,0.826167975509
44,San Francisco Unified,68478,3830288,Balboa High,14,7.0,0.857183118439
45,Los Angeles Unified,64733,1939040,Venice Senior High,47,44.4893617021,0.805606900801
46,Murrieta Valley Unified,75200,100420,Vista Murrieta High,118,71.1779661017,0.408031308491
47,Fontana Unified,67710,120758,Jurupa Hills High,12,58.0,0.782992589478
48,Rialto Unified,67850,3633005,Eisenhower Senior High,53,37.7169811321,0.797048080953
