,District,School Code,School Name,number,score,vote
110,Kern Union High,1530112,Vista West Continuation,28,11.0,0.184210526316
111,Bellflower Unified,1935618,Mayfair High,118,45.7118644068,0.728351881293
112,Plumas Unified,3232006,Chester Junior/Senior High,118,51.7711864407,0.260989010989
113,Northern Humboldt Union High,1235209,McKinleyville High,116,33.6724137931,0.657088577535
114,Tustin Unified,3032109,Foothill High,42,61.7619047619,0.624855443582
115,Sacramento City Unified,3434768,Kennedy (John F.) High,80,42.7875,0.746039824416
116,Orange Unified,3035409,Orange High,78,38.7179487179,0.569069526537
117,Chawanakee Unified,117010,Minarets High,26,61.2307692308,0.315913688469
118,Scotts Valley Unified,4430211,Scotts Valley High,13,85.0,0.715371868603
119,Livermore Valley Joint Unified,133397,Granada High,43,67.5813953488,0.429708222812
120,Fremont Union High,4331799,Cupertino High,23,52.1739130435,0.810852120749
121,Ceres Unified,5030168,Endeavor Alternative,22,18.0,0.549878345499
122,Taft Union High,1530138,"Buena Vista High, Cont.",11,18.0,0.191363777571
123,Glendora Unified,1933597,Glendora High,156,42.7884615385,0.519502353732
124,El Dorado Union High,930081,Oak Ridge High,97,61.8762886598,0.455197962491
125,Amador County Unified,330019,"Independence High, Cont.",15,23.0,0.385672227674
126,San Juan Unified,3432838,Encina Preparatory High,84,20.4761904762,0.742994588094
127,Placer Union High,3131687,"Chana High, Cont.",40,5.45,0.643084541917
128,Folsom-Cordova Unified,3434792,"Kinney High, Cont.",11,0.0,0.513401072086
129,East Side Union High,4330023,Santa Teresa High,28,46.5714285714,0.723253757737
130,Riverside Unified,3336492,Ramona High,222,33.6621621622,0.554218787348
131,Upper Lake Union High,1737006,Upper Lake High,137,19.6204379562,0.459459459459
132,Ukiah Unified,2335024,Ukiah High,292,32.6506849315,0.634938728983
133,Livermore Valley Joint Unified,134536,Livermore High,63,53.9841269841,0.429708222812
134,Coachella Valley Unified,3330354,West Shores High,11,45.0,0.482014388489
135,Willows Unified,1132851,Willows High,42,28.4523809524,0.319185059423
136,Ceres Unified,5030200,"Argus High, Cont.",50,5.9,0.549878345499
137,Riverside Unified,3330362,Summit View Ind. Stdy.,17,12.0,0.55196454629
138,Fresno Unified,1032507,Fresno High,330,37.8363636364,0.571761688236
139,South San Francisco Unified,4137279,South San Francisco High,11,55.0,0.823785517874
140,Ventura Unified,5630272,Pacific High,27,15.0,0.640656361139
141,Temecula Valley Unified,3330370,Temecula Valley High,142,60.5563380282,0.408742194469
142,Turlock Unified,5030283,Pitman (John H.) High,426,36.4835680751,0.434776749618
143,Arcadia Unified,1930288,Arcadia High,28,57.3214285714,0.641412361689
144,Ventura Unified,5630348,Foothill Technology High,111,63.0810810811,0.640656361139
145,Los Angeles Unified,117069,Helen Bernstein High,39,33.3333333333,0.869295923769
146,San Bernardino City Unified,3631082,Arroyo Valley,41,21.9512195122,0.736587270597
147,Upland Unified,3637584,Upland High,363,37.1432506887,0.610185756392
148,Desert Sands Unified,3330388,Palm Desert High,298,48.5973154362,0.505620848237
149,Corona-Norco Unified,3330446,Centennial High,193,48.0259067358,0.432162875041
150,Konocti Unified,1735000,Lower Lake High,391,23.6828644501,0.431428571429
151,Galt Joint Union High,119131,Liberty Ranch High,156,37.6858974359,0.473642263464
152,Moreno Valley Unified,3330396,Canyon Springs High,173,39.0578034682,0.601864262215
153,Capistrano Unified,113381,San Juan Hills High,153,68.0653594771,0.43391730904
154,Grossmont Union High,3731809,El Capitan High,290,28.0689655172,0.28692779613
155,San Joaquin County Office of Education,3930468,San Joaquin County Community,92,16.6956521739,0.484574111335
156,Clovis Unified,1030501,Buchanan High,318,48.2641509434,0.398396767466
157,Jurupa Unified,3330412,Jurupa Valley High,97,41.3711340206,0.58273381295
158,El Dorado Union High,936302,Ponderosa High,237,54.8523206751,0.378048780488
159,Trinity Alps Unified,5337456,Trinity High,160,29.9125,0.41028128031
160,Tustin Unified,3037553,Tustin High,44,75.2272727273,0.624855443582
161,Simi Valley Unified,5630322,Santa Susana High,175,53.2685714286,0.510060259422
162,Waterford Unified,5030259,Waterford High,64,51.671875,0.505358150028
163,San Leandro Unified,137588,San Leandro High,70,26.8857142857,0.737482842991
164,Madera Unified,110965,Madera South High,87,42.4367816092,0.589822329458
165,Nevada County Office of Education,113019,Nevada County Academy of Lear,13,0.0,0.486882716049
166,Scott Valley Unified,4733309,Etna Union High,29,58.5517241379,0.324840764331
167,Morgan Hill Unified,4333951,Live Oak High,42,47.7857142857,0.62508259548
168,Selma Unified,1036672,Selma High,57,68.4035087719,0.409964736662
169,Kern Union High,1532290,East Bakersfield High,76,47.3421052632,0.288645690834
170,Tulare Joint Union High,5435409,Tulare Union High,181,47.4033149171,0.509095204347
171,Tehachapi Unified,1530245,"Monroe High, Cont.",14,14.0,0.264682952183
172,Moreno Valley Unified,3330438,Valley View High,122,59.0081967213,0.546990496304
173,Caruthers Unified,1030535,Caruthers High,40,45.175,0.386666666667
174,Sweetwater Union High,3731064,Chula Vista Senior High,41,53.7804878049,0.754016957886
175,Sacramento City Unified,108951,Arthur A. Benjamin Health Pro,16,56.0,0.813576409309
176,Kern Union High,1530252,Arvin High,24,38.5,0.645581395349
177,Long Beach Unified,1935758,Millikan High,135,51.9481481481,0.575231756596
178,Charter Oak Unified,1931666,Charter Oak High,141,42.1276595745,0.544794738036
179,Plumas Unified,3233509,Greenville Junior/Senior,23,48.2173913043,0.413793103448
180,Kern Union High,110999,Frontier High,256,30.20703125,0.413674372848
181,Pasadena Unified,1931674,Marshall Fundamental,49,65.4081632653,0.640983033059
182,Chaffey Joint Union High,3637659,"Valley View High, Cont.",16,0.0,0.740069892208
183,Petaluma Joint Union High,4930012,Casa Grande High,125,52.104,0.76189277624
184,Orange County Department of Education,3030426,Access Juvenile Hall,32,25.75,0.554275122895
185,Sequoia Union High,4138053,Woodside High,26,61.5384615385,0.786446020489
186,Los Molinos Unified,5235106,Los Molinos High,26,50.0769230769,0.259711431743
187,Long Beach Unified,1939875,Wilson High,149,43.9395973154,0.742538438348
188,Ramona City Unified,3735974,Ramona High,146,39.801369863,0.315043052507
189,East Nicolaus Joint Union High,5132758,East Nicolaus High,13,92.0,0.361258278146
190,Carmel Unified,2730414,Carmel High,25,64.04,0.679044744784
191,Beaumont Unified,3330479,Beaumont Senior High,515,37.8815533981,0.465511092089
192,Merced Union High,2439602,"Yosemite High, Cont.",40,7.625,0.541278550466
193,Twin Rivers Unified,3436979,Rio Linda High,463,37.6652267819,0.671213208902
194,Yuba City Unified,5139001,Yuba City High,233,36.5407725322,0.402011581835
195,Oxnard Union High,5630389,Pacifica,25,52.08,0.647087467283
196,Lake Elsinore Unified,3330487,Temescal Canyon High,261,36.9463601533,0.453914327917
197,Wasco Union High,1536440,Wasco High,25,58.64,0.391639871383
198,Red Bluff Joint Union High,5237151,"Salisbury High, Cont.",37,16.027027027,0.313456053928
199,Los Angeles Unified,1931708,Chatsworth Senior High,244,35.0040983607,0.545961333175
200,Yosemite Unified,2030013,Yosemite High,162,26.4938271605,0.259656652361
201,Kern County Office of Education,1530302,Kern County Juvenile Court,35,11.4,0.42465976693
202,Manhattan Beach Unified,1935808,Mira Costa High,11,82.0,0.682744775044
203,Fort Sage Unified,1833409,Herlong High,14,21.0,0.200417536534
204,Marysville Joint Unified,5835202,Marysville High,268,47.2835820896,0.226726726727
205,Los Angeles Unified,1931716,Valley Alternative Magnet,52,57.5961538462,0.768974432634
206,Kern County Office of Education,1530310,Kern County Community,170,5.21176470588,0.42465976693
207,Hemet Unified,3330503,Helen Hunt Jackson Alternativ,60,27.95,0.467771639042
208,Fortuna Union High,1233352,East High (Continuation),13,8.0,0.516473887136
209,Placer Union High,3131851,Colfax High,165,52.6666666667,0.391708967851
210,Riverside Unified,3330511,Opportunity Program,25,7.92,0.55196454629
211,Sacramento City Unified,3430865,West Campus,24,83.5,0.797459584296
212,Sonora Union High,5530019,"Cassina (Dario) High, Cont.",22,18.0,0.402743379691
213,San Diego Unified,107219,San Diego Science and Technol,25,39.76,0.703490464196
214,Tustin Unified,102871,Arnold O. Beckman High,17,76.0,0.624855443582
215,Elk Grove Unified,3430873,Franklin High,83,42.2168674699,0.635654169855
216,William S. Hart Union High,1931740,Saugus High,109,41.5596330275,0.45738545338
217,Murrieta Valley Unified,3330529,Murrieta Valley High,134,54.2313432836,0.551023137622
218,Central Unified,1030626,Central High East Campus,368,31.410326087,0.586681844052
219,Los Angeles Unified,1933795,Ulysses S. Grant Senior High,651,31.6129032258,0.743107540624
220,Los Angeles Unified,1939941,John F. Kennedy High,87,44.8275862069,0.607977991747
221,Kern Union High,1530344,Stockdale High,116,35.2931034483,0.815833333333
222,Hemet Unified,3330537,West Valley High,347,39.2680115274,0.410739052903
223,Stockton Unified,3932654,Franklin High,73,39.8767123288,0.546288209607
224,Whittier Union High,1937903,Santa Fe High,69,47.8695652174,0.783517010062
225,Oxnard Union High,5634548,Oxnard High,87,43.6091954023,0.647087467283
226,Val Verde Unified,3330552,Rancho Verde High,60,48.4666666667,0.553964887475
227,Los Angeles Unified,1935865,James Monroe High,77,55.8701298701,0.706802053886
228,Los Angeles Unified,107003,Northridge Academy High,82,54.9024390244,0.746801978509
229,Mt. Diablo Unified,731646,College Park High,140,49.1857142857,0.706974540128
230,Kern Union High,1530369,Centennial High,159,52.0628930818,0.298972449739
231,Vacaville Unified,4837803,Vacaville High,183,34.912568306,0.570959803117
232,Las Virgenes Unified,1931781,Calabasas High,13,54.0,0.64766536965
233,Hemet Unified,113159,Tahquitz High,306,30.977124183,0.410739052903
234,Campbell Union High,4336137,Prospect High,19,42.0,0.764052462527
235,Fullerton Joint Union High,3033610,"La Vista High, Cont.",26,7.5,0.591143294806
236,Palm Springs Unified,3330818,Desert Hot Springs High,250,26.876,0.528595296234
237,Shasta Union High,4532750,Enterprise High,453,41.7527593819,0.295739575316
238,Mt. Diablo Unified,737809,Ygnacio Valley High,78,25.7051282051,0.699944842802
239,Palm Springs Unified,3330578,Cathedral City High,188,37.7234042553,0.696723575888
240,Fresno Unified,1030675,Sunnyside High,95,47.4947368421,0.568887253098
241,Los Angeles Unified,1937838,San Pedro Senior High,153,43.3137254902,0.721876046901
242,Corona-Norco Unified,3330586,Lee V. Pollard High (Cont.),32,3.375,0.581043375328
243,Clovis Unified,1030683,Clovis East High,232,51.8318965517,0.398396767466
244,Los Angeles Unified,1933852,Alexander Hamilton Senior Hig,98,61.2755102041,0.816042024447
245,Acalanes Union High,733725,Las Lomas High,11,18.0,0.74777603349
246,Upland Unified,3630456,Hillside High,14,21.0,0.610185756392
247,Hughson Unified,5032651,Hughson High,76,51.5263157895,0.390536723164
248,Perris Union High,113191,Heritage High,391,38.8976982097,0.502294893861
249,Sutter Union High,5137500,Sutter High,73,49.3424657534,0.351928692178
250,Linden Unified,3933959,Linden High,109,44.9357798165,0.871118012422
251,Modesto City High,5030135,Johansen (Peter) High,214,43.546728972,0.298161470823
252,Claremont Unified,1931823,Claremont High,154,52.5584415584,0.593502314996
253,Monrovia Unified,1935923,Monrovia High,107,45.0280373832,0.687778528022
254,Val Verde Unified,109108,Citrus Hill High,62,62.8548387097,0.599527085125
255,Lindsay Unified,5432414,Lindsay Senior High,92,38.0869565217,0.449897750511
256,Garden Grove Unified,3035706,Rancho Alamitos High,100,38.06,0.61663399608
257,Lodi Unified,3934783,Lodi High,342,41.7456140351,0.501566784175
258,Hemet Unified,3332673,Hemet High,778,39.705655527,0.399497487437
259,Merced Union High,2433605,Livingston High,15,53.0,0.572062084257
260,Anderson Union High,4530762,North Valley High,37,10.7837837838,0.253796337651
261,William S. Hart Union High,1933902,Hart (William S.) Senior High,14,29.0,0.493247068338
262,San Diego County Office of Education,124685,East Region Community-La Mesa,11,9.0,0.613442403744
263,Santa Monica-Malibu Unified,1938000,Santa Monica High,174,50.3103448276,0.83513562224
264,Escondido Union High,3732054,"Valley High, Cont.",13,17.0,0.369605142332
265,Fullerton Joint Union High,3032505,Fullerton Un. High,94,56.3404255319,0.607724006762
266,Los Angeles Unified,1931864,Grover Cleveland High,182,69.2967032967,0.695140327745
267,Imperial Unified,1335900,Imperial High,11,100.0,0.610309278351
268,Kern Union High,1536606,West High,293,34.5733788396,0.40262955988
269,Middletown Unified,1736008,Middletown High,99,38.303030303,0.49872611465
270,Orange Unified,3035748,Richland Continuation High,11,9.0,0.569069526537
271,Kern Union High,1530476,Liberty High,131,45.8473282443,0.298972449739
272,Del Norte County Unified,836205,Sunset High,28,7.28571428571,0.407816091954
273,Garden Grove Unified,3035581,Pacifica High,131,57.9007633588,0.475728758779
274,Santa Rosa High,4930160,Allen (Elsie) High,72,33.1805555556,0.688666300768
275,San Dieguito Union High,3730033,Torrey Pines High,13,69.0,0.639365324083
276,Anderson Union High,4530804,Anderson High,273,36.3003663004,0.253796337651
277,Riverside Unified,3330677,"Raincross High, Cont.",11,9.0,0.55196454629
278,Golden Valley Unified,2030203,Liberty High,74,55.4459459459,0.272232885477
279,Montebello Unified,1935998,Montebello High,28,71.5714285714,0.737907992804
280,San Bernardino City Unified,3635844,San Bernardino High,135,19.9555555556,0.661103761745
281,Monterey Peninsula Unified,2735348,Seaside High,12,58.0,0.674866063713
282,Antelope Valley Union High,1995398,Highland High,32,28.21875,0.419696176008
283,Sweetwater Union High,3733953,Mar Vista Senior High,170,51.5529411765,0.669663669664
284,Sierra Unified,1036938,Sierra High,92,53.5,0.390099741411
285,Corona-Norco Unified,3330701,Santiago High,307,45.0846905537,0.432162875041
286,Antelope Valley Union High,1995406,Littlerock High,32,44.0,0.492362982929
287,Newport-Mesa Unified,3031697,Corona del Mar High,48,61.8541666667,0.47624178429
288,Grossmont Union High,3730066,Valhalla High,444,38.2207207207,0.44045616003
289,El Dorado Union High,934554,Independence Continuation,32,19.0,0.376518218623
290,Fremont Unified,138693,Washington High,95,40.4631578947,0.759161490683
291,Fairfield-Suisun Unified,4836003,Sem Yeto Continuation High,17,6.0,0.649664153932
292,Santa Cruz County Office of Education,4430278,Santa Cruz County,12,27.0,0.751190229766
293,Perris Union High,3330727,Paloma Valley High,422,44.3767772512,0.445681281176
294,Marysville Joint Unified,5830088,North Marysville Cont. Hi,12,25.0,0.226726726727
295,California School for the Deaf-Fremont (,131763,California School for the Dea,11,27.0,0.722321695016
296,Windsor Unified,4930228,Windsor High,115,48.7565217391,0.690663417876
297,Lucia Mar Unified,4033205,Lopez Continuation High,35,8.74285714286,0.530927105449
298,Pajaro Valley Unified,4430518,Aptos High,85,49.5411764706,0.734965034965
299,Temecula Valley Unified,3330743,Chaparral High,135,63.7925925926,0.423866370972
300,Los Angeles Unified,1995448,Francisco Bravo Medical Magne,208,65.2692307692,0.870950978694
301,Mt. Diablo Unified,731836,Concord High,150,31.46,0.66013560674
302,Kern Union High,1532605,Foothill High,158,31.0443037975,0.288645690834
303,Santa Rosa High,4930244,Carrillo (Maria) High,78,55.8461538462,0.760627802691
304,Gridley Unified,433953,Gridley High,89,57.2134831461,0.38407079646
305,Oxnard Union High,5634761,Rio Mesa High,46,60.8695652174,0.733040003592
306,Sacramento City Unified,3430519,Capital City,32,15.5,0.810262114997
307,Nevada Joint Union High,2935500,Nevada Union High,324,32.4845679012,0.486882716049
308,Fresno Unified,1032911,Herbert Hoover High,239,35.8410041841,0.574914546145
309,Los Angeles Unified,1934033,Hollywood Senior High,208,34.9471153846,0.869295923769
310,Fallbrook Union High,3732179,Fallbrook High,283,50.7137809187,0.408724700334
311,Oakland Unified,137943,Skyline High,12,50.0,0.773475898939
312,Paradise Unified,432856,Ridgeview High (Continuation),53,5.56603773585,0.195263412276
313,Santa Barbara Unified,4235727,Santa Barbara Senior High,39,74.5897435897,0.772852128796
314,Big Oak Flat-Groveland Unified,5530076,Tioga High,12,82.0,0.588235294118
315,Fort Bragg Unified,2331361,Fort Bragg High,147,35.8367346939,0.695269788448
316,Porterville Unified,5430251,Granite Hills High,95,49.2842105263,0.288544358312
317,Chowchilla Union High,2032357,Chowchilla High,190,32.0631578947,0.42074776198
318,Red Bluff Joint Union High,5237201,Red Bluff High,433,35.9653579677,0.313456053928
319,Elk Grove Unified,3432572,Elk Grove High,251,40.015936255,0.53358802929
320,Sweetwater Union High,3732849,Hilltop Senior High,39,76.8461538462,0.676099941725
321,Chaffey Joint Union High,3633906,Montclair High,118,35.6271186441,0.684804437219
322,Hesperia Unified,115444,Canyon Ridge High,39,12.9230769231,0.291064388962
323,Stockton Unified,3937406,Stagg Senior High,169,32.0295857988,0.594881537774
324,Sonora Union High,5536503,Sonora High,363,37.7906336088,0.402743379691
325,Santa Cruz City High,4432340,Harbor High,74,65.1081081081,0.838548185232
326,Victor Valley Union High,3638012,Victor Valley High,324,39.8981481481,0.447736654306
327,San Diego Unified,3730173,Serra High,188,39.5638297872,0.582085269983
328,Santa Maria Joint Union High,4236030,Santa Maria High,11,9.0,0.488544474394
329,Willits Unified,2335487,Willits High,121,27.1818181818,0.610826064649
330,Folsom-Cordova Unified,3433216,Folsom High,162,51.450617284,0.496486605182
331,Porterville Unified,5434113,Porterville High,96,39.6666666667,0.288544358312
332,Glendale Unified,1934082,Herbert Hoover High,939,37.3173588924,0.657273715262
333,Riverside Unified,3330859,Martin Luther King Jr. High,295,49.2237288136,0.529643427355
334,San Diego Unified,3731213,Clairemont High,161,42.9192546584,0.604657849339
335,San Diego Unified,3730181,Mira Mesa High,122,60.0655737705,0.620477794411
336,Huntington Beach Union High,3030145,Ocean View High,48,28.9166666667,0.540354981437
337,Monterey Peninsula Unified,2732808,Monterey High,78,50.0769230769,0.678728493172
338,San Lorenzo Valley Unified,4436754,San Lorenzo Valley High,100,38.04,0.825955943475
339,Liberty Union High,733980,Liberty High,125,44.856,0.571727092258
340,Visalia Unified,5430046,Golden West High,104,39.6057692308,0.464601769912
341,Los Angeles Unified,1936160,Nathaniel Narbonne Senior Hig,108,40.5462962963,0.690962980886
342,Fontana Unified,3630555,Fontana Miller (A. B.) High,29,68.9655172414,0.598276322822
343,Rocklin Unified,3130150,Rocklin High,111,50.4234234234,0.451236019092
344,Salinas Union High,2734556,Salinas High,75,48.8666666667,0.752533507682
345,Woodland Joint Unified,101162,Pioneer High,65,49.0923076923,0.420741989882
346,Fresno Unified,1030279,Bullard High,296,38.2195945946,0.571761688236
347,Newport-Mesa Unified,3031853,Costa Mesa High,61,62.1967213115,0.47624178429
348,Liberty Union High,733998,La Paloma High (Continuation),11,9.0,0.571727092258
349,Twin Rivers Unified,3433265,Foothill High,273,36.6703296703,0.542284984841
350,Riverbank Unified,5036850,Riverbank High,80,47.5,0.511285183218
351,Covina-Valley Unified,1932086,Covina High,30,53.2,0.70250079139
352,Kern Union High,1534775,North High,854,31.3524590164,0.184210526316
353,Los Alamitos Unified,3033917,Los Alamitos High,85,74.0117647059,0.515223440825
354,Jefferson Union High,4137790,Westmoor High,28,14.4642857143,0.776695791369
355,Gustine Unified,2431807,Gustine High,13,38.0,0.529743048222
356,Roseville Joint Union High,3130176,Woodcreek High,234,45.1239316239,0.516927675612
357,Placentia-Yorba Linda Unified,3038023,Valencia High,80,57.8125,0.503782332845
358,ABC Unified,1930056,Cerritos High,14,50.0,0.669346150659
359,Campbell Union High,4338505,Westmont High,11,27.0,0.759295386734
360,Monterey Peninsula Unified,111435,Marina High,39,43.5897435897,0.751621643813
