,District,School Code,School Name,number,score,vote
171,Pierce Joint Unified,635250,Pierce High,46,69.5217391304,0.428927680798
172,Waterford Unified,5030259,Waterford High,106,71.0377358491,0.505358150028
173,El Dorado Union High,930164,Union Mine High,440,74.4909090909,0.335960591133
174,Madera Unified,110965,Madera South High,69,62.115942029,0.589822329458
175,Hacienda la Puente Unified,1939834,Glen A. Wilson High,46,67.347826087,0.629021981523
176,Scott Valley Unified,4733309,Etna Union High,58,74.2586206897,0.324840764331
177,Morgan Hill Unified,4333951,Live Oak High,349,69.8395415473,0.62508259548
178,Selma Unified,1036672,Selma High,45,77.8666666667,0.409964736662
179,Kern Union High,1532290,East Bakersfield High,50,71.48,0.288645690834
180,Scotts Valley Unified,4430211,Scotts Valley High,402,80.5671641791,0.715371868603
181,Tulare Joint Union High,5435409,Tulare Union High,233,74.2060085837,0.509095204347
182,Tehachapi Unified,1530245,"Monroe High, Cont.",20,40.0,0.264682952183
183,Moreno Valley Unified,3330438,Valley View High,142,62.676056338,0.546990496304
184,Ramona City Unified,3735974,Ramona High,724,61.0331491713,0.315043052507
