,District,District Code,School Code,School Name,number,score,vote
0,Alameda City Unified,61119,1,District Students in NPS,80,2.65,0.643058547424
1,Modesto City High,71175,110593,James C. Enochs High,11,45.0,0.503361941726
2,Murrieta Valley Unified,75200,118794,Murrieta Mesa High,45,59.4,0.551023137622
3,Hemet Unified,67082,3330065,Alessandro High,18,0.0,0.467771639042
4,Redlands Unified,67843,118802,Citrus Valley High,59,54.2711864407,0.455927591103
5,Los Angeles Unified,64733,1939479,WESM Health/Sports Medicine,378,32.0079365079,0.76065511572
6,Anaheim Union High,66431,3033115,John F. Kennedy High,33,72.8787878788,0.620361429163
7,Corona-Norco Unified,67033,110627,Eleanor Roosevelt High,118,54.3559322034,0.469943247562
8,Riverside Unified,67215,3336237,Polytechnic High,107,24.308411215,0.55196454629
9,Clovis Unified,62117,1030196,Clovis West High,39,35.7435897436,0.410257742673
10,Chaffey Joint Union High,67652,3631157,Colony High,114,35.3070175439,0.584564584732
11,William S. Hart Union High,65136,102459,Golden Valley High,50,37.88,0.493247068338
12,Murrieta Valley Unified,75200,100420,Vista Murrieta High,50,52.22,0.408031308491
13,West Contra Costa Unified,61796,733253,Gompers (Samuel) Continuation,27,10.0,0.921564694082
14,Antioch Unified,61648,730465,Deer Valley High,347,31.6974063401,0.720506845325
15,Tulare Joint Union High,72249,5435466,Tulare Western High,26,42.0,0.509095204347
16,Riverside County Office of Education,10330,3330123,Riverside County Juvenile Cou,13,0.0,0.666864608076
17,Lynwood Unified,64774,1935436,Lynwood High,56,32.2321428571,0.818173573955
18,Elk Grove Unified,67314,3430477,Florin High,125,29.696,0.724257282954
19,West Covina Unified,65094,1939537,West Covina High,58,61.8103448276,0.722227984649
20,West Contra Costa Unified,61796,735316,Pinole Valley High,117,18.2051282051,0.820333432569
21,Corona-Norco Unified,67033,3334232,Norco High,14,43.0,0.521374277896
22,Los Banos Unified,65755,120923,Pacheco High,11,36.0,0.609182058047
23,Hanford Joint Union High,63925,1634401,Hanford High,11,0.0,0.41235459286
24,Tulare Joint Union High,72249,5435409,Tulare Union High,47,32.0,0.509095204347
25,Berkeley Unified,61143,131177,Berkeley High,208,15.2836538462,0.95595970901
26,Sacramento City Unified,67439,3430519,Capital City,68,4.32352941176,0.810262114997
27,Grossmont Union High,68130,3734548,Monte Vista High,88,38.7954545455,0.567637598284
28,Modesto City High,71175,5030010,Beyer (Fred C.) High,26,38.7692307692,0.503361941726
29,Elk Grove Unified,67314,3432572,Elk Grove High,48,39.6458333333,0.53358802929
30,Lodi Unified,68585,3930237,Bear Creek High,152,33.6710526316,0.613983375582
31,Elk Grove Unified,67314,3430527,"Insights High, Cont.",18,11.0,0.724257282954
32,Fresno Unified,62166,1030279,Bullard High,147,33.4897959184,0.571761688236
33,Sacramento City Unified,67439,3434636,Johnson (Hiram W.) High,89,21.0786516854,0.797459584296
34,Fresno Unified,62166,1030287,Young Academic Center,69,4.52173913043,0.770626242545
35,Fontana Unified,67710,3633302,Fontana High,54,29.5740740741,0.767511394713
36,Hayward Unified,61192,135319,Mt. Eden High,99,19.7676767677,0.805712270804
37,Los Angeles Unified,64733,1935519,Manual Arts Senior High,258,17.2984496124,0.87685560054
38,Elk Grove Unified,67314,116897,Cosumnes Oaks High,114,36.7719298246,0.635654169855
39,Los Angeles Unified,64733,114850,West Adams Preparatory High,107,24.2990654206,0.904467987103
40,Banning Unified,66985,3330214,Banning High,63,20.8095238095,0.449500318945
41,Sweetwater Union High,68411,3731627,Otay Ranch Senior High,11,45.0,0.675064800415
42,Pittsburg Unified,61788,735407,Pittsburg Senior High,305,27.4491803279,0.811901646119
43,San Bernardino City Unified,67876,3631082,Arroyo Valley,201,31.2338308458,0.736587270597
44,Natomas Unified,75283,3430584,Natomas High,96,33.3333333333,0.638572425017
45,Tracy Joint Unified,75499,3930302,Merrill F. West High,57,30.6315789474,0.628774661119
46,Elk Grove Unified,67314,3430592,Laguna Creek High,176,30.0227272727,0.669520992267
47,Fresno County Office of Education,10108,1030337,Fresno County Court,37,10.8378378378,0.604175194433
48,San Diego Unified,68338,3733698,Madison High,85,34.9882352941,0.604657849339
49,San Diego Unified,68338,3735750,Point Loma High,48,52.2291666667,0.687368103708
50,Los Angeles Unified,64733,1935568,John Marshall Senior High,24,46.0,0.690659481653
51,Elk Grove Unified,67314,108753,Pleasant Grove High,69,41.8550724638,0.53358802929
52,Kern Union High,63529,1530385,Ridgeview High,92,32.6304347826,0.441355674029
53,Elk Grove Unified,67314,3430618,Sheldon High,180,29.85,0.599445599446
54,Stockton Unified,68676,3932654,Franklin High,79,15.5189873418,0.546288209607
55,Patterson Joint Unified,71217,5036256,Patterson High,53,45.3773584906,0.577589023195
56,Long Beach Unified,64725,125153,Beach High-ILP,52,5.80769230769,0.575231756596
57,San Francisco Unified,68478,3834082,Mission High,50,12.24,0.938423268274
58,Oakland Unified,61259,125161,Castlemont High,35,17.0,0.879256384577
59,Twin Rivers Unified,76505,3430634,Elwood J. Keema High,44,0.0,0.524216204068
60,East Side Union High,69427,4337903,Silver Creek High,16,38.0,0.772476732629
61,Modesto City High,71175,5030135,Johansen (Peter) High,28,28.2142857143,0.298161470823
62,Lake Elsinore Unified,75176,3332350,Elsinore High,35,43.0,0.382344624781
63,Tracy Joint Unified,75499,119040,John C. Kimball High,15,60.0,0.622109275731
64,Bellflower Unified,64303,1935618,Mayfair High,121,40.694214876,0.728351881293
65,Los Angeles Unified,64733,1931526,Carson Senior High,164,27.2804878049,0.776502242152
66,San Francisco Unified,68478,102103,Jordan (June) School for Equi,26,19.1538461538,0.857183118439
67,San Francisco Unified,68478,3830031,Wells (Ida B.) High,19,5.0,0.910737683438
68,Sacramento City Unified,67439,3434768,Kennedy (John F.) High,143,34.965034965,0.746039824416
69,San Francisco Unified,68478,3830353,Intl Studies Academy,36,13.9722222222,0.938828162129
70,East Side Union High,69427,4335907,Piedmont Hills High,13,23.0,0.675513501039
71,Moreno Valley Unified,67124,3330438,Valley View High,164,33.8170731707,0.546990496304
72,Folsom-Cordova Unified,67330,3434792,"Kinney High, Cont.",13,8.0,0.513401072086
73,Riverside Unified,67215,3336492,Ramona High,62,43.435483871,0.554218787348
74,Compton Unified,73437,1931567,Centennial High,176,16.5965909091,0.843711153803
75,Novato Unified,65417,2132272,Novato High,24,20.5,0.740899191039
76,Fresno Unified,62166,1032507,Fresno High,131,16.1908396947,0.571761688236
77,Los Angeles Unified,64733,1995489,Los Angeles Unified Alternativ,19,11.0,0.81433061866
78,Hesperia Unified,75044,119115,Oak Hills High,91,34.2087912088,0.291064388962
79,Upland Unified,75069,3637584,Upland High,128,39.9375,0.610185756392
80,Desert Sands Unified,67058,3330388,Palm Desert High,24,45.5416666667,0.505620848237
81,Long Beach Unified,64725,1935758,Millikan High,104,40.1538461538,0.575231756596
82,Moreno Valley Unified,67124,3330396,Canyon Springs High,275,35.7054545455,0.601864262215
83,San Joaquin County Office of Education,10397,3930468,San Joaquin County Community,119,1.64705882353,0.484574111335
84,Tustin Unified,73643,3037553,Tustin High,19,26.0,0.624855443582
85,San Leandro Unified,61291,137588,San Leandro High,183,32.6174863388,0.737482842991
86,Madera Unified,65243,110965,Madera South High,29,34.4827586207,0.589822329458
87,Kern Union High,63529,1532290,East Bakersfield High,46,24.3043478261,0.288645690834
88,San Juan Unified,67447,3432838,Encina Preparatory High,96,21.0104166667,0.742994588094
89,Corona-Norco Unified,67033,3330446,Centennial High,77,44.1428571429,0.432162875041
90,Sacramento City Unified,67439,108951,Arthur A. Benjamin Health Pro,46,39.0434782609,0.813576409309
91,Pasadena Unified,64881,1931674,Marshall Fundamental,53,62.5660377358,0.640983033059
92,Chaffey Joint Union High,67652,3637659,"Valley View High, Cont.",18,0.0,0.740069892208
93,Los Angeles Unified,64733,1930650,Phineas Banning Senior High,25,19.96,0.810384159139
94,Long Beach Unified,64725,1939875,Wilson High,169,35.5266272189,0.742538438348
95,Vacaville Unified,70573,4837803,Vacaville High,36,31.6666666667,0.570959803117
96,Washington Unified,72694,5735154,River City Senior High,50,28.12,0.782843431314
97,Los Angeles Unified,64733,1937838,San Pedro Senior High,123,30.162601626,0.721876046901
98,Beaumont Unified,66993,3330479,Beaumont Senior High,58,51.7068965517,0.465511092089
99,Desert Sands Unified,67058,3333192,Indio High,11,55.0,0.680439104503
100,Twin Rivers Unified,76505,3436979,Rio Linda High,58,28.1896551724,0.671213208902
101,Lake Elsinore Unified,75176,3330487,Temescal Canyon High,31,32.6774193548,0.453914327917
