,District,School Code,School Name,number,score,vote
380,Fullerton Joint Union High,3033610,"La Vista High, Cont.",90,24.0,0.591143294806
381,Shasta Union High,4532750,Enterprise High,408,67.3897058824,0.295739575316
382,Monrovia Unified,1935899,Canyon Oaks High,19,26.0,0.687778528022
383,Lodi Unified,3934759,Tokay High,560,60.6517857143,0.41589295467
384,Lodi Unified,3934767,"Liberty High, Cont.",13,31.0,0.41589295467
385,Monrovia Unified,1935923,Monrovia High,573,70.5392670157,0.687778528022
386,Val Verde Unified,109108,Citrus Hill High,253,52.9169960474,0.599527085125
387,Yuba City Unified,5139001,Yuba City High,479,62.0229645094,0.402011581835
388,Lodi Unified,3934783,Lodi High,758,66.2915567282,0.501566784175
389,Carlsbad Unified,3730017,Carlsbad Village Academy,36,27.9166666667,0.549352222947
390,Saint Helena Unified,2837102,Saint Helena High,205,77.4243902439,0.740305522914
391,San Francisco Unified,3830205,Wallenberg (Raoul) Traditiona,140,71.2,0.885810926529
392,San Dieguito Union High,3730033,Torrey Pines High,1825,85.0849315068,0.639365324083
393,Sweetwater Union High,3738226,Sweetwater High,237,64.6033755274,0.754522217853
394,Sweetwater Union High,3738234,Montgomery Senior High,347,60.0806916427,0.653173965448
395,Visalia Unified,5435839,Sequoia High,55,9.0,0.573157315732
396,Montebello Unified,1935998,Montebello High,306,39.4150326797,0.737907992804
397,Escondido Union High,3730058,San Pasqual High,943,75.6861081654,0.515933646186
398,Grossmont Union High,3730066,Valhalla High,1040,72.9942307692,0.44045616003
399,Chino Valley Unified,3631769,Buena Vista Continuation High,25,8.0,0.56642519685
400,Poway Unified,3730074,Mt. Carmel High,1161,72.1679586563,0.590174713507
401,Fairfield-Suisun Unified,4836003,Sem Yeto Continuation High,107,16.7570093458,0.649664153932
402,Inglewood Unified,1936046,Morningside High,58,29.5517241379,0.838403294368
403,Lucia Mar Unified,4033205,Lopez Continuation High,28,14.0,0.530927105449
404,Anaheim Union High,3033784,Loara High,437,61.0297482838,0.639949943388
405,Mt. Diablo Unified,731836,Concord High,611,63.4435351882,0.66013560674
406,Pasadena Unified,117440,CIS Academy,16,31.0,0.689621329844
407,Hughson Unified,5032651,Hughson High,304,68.4802631579,0.390536723164
408,Sweetwater Union High,3730124,Southwest Senior High,276,52.3731884058,0.653173965448
409,Oakland Unified,6114011,"Independent Study, Sojourner",40,22.6,0.879256384577
410,Pasadena Unified,1936103,John Muir High,111,36.972972973,0.669747025528
411,Oxnard Union High,125674,Oxnard Independent Study,28,19.5,0.593989852999
412,San Diego Unified,3730173,Serra High,619,73.8012924071,0.582085269983
413,Porterville Unified,5434113,Porterville High,392,56.9693877551,0.288544358312
414,San Diego Unified,3730181,Mira Mesa High,981,77.8358817533,0.620477794411
415,Los Angeles Unified,1936160,Nathaniel Narbonne Senior Hig,636,52.7751572327,0.690962980886
416,San Marcos Unified,3730215,Twin Oaks High,14,7.0,0.485431302545
417,Big Oak Flat-Groveland Unified,5530076,Tioga High,13,54.0,0.588235294118
418,Woodland Joint Unified,101162,Pioneer High,496,63.5625,0.420741989882
419,Kern Union High,1534775,North High,348,50.3793103448,0.184210526316
420,Los Alamitos Unified,3033917,Los Alamitos High,2005,79.6688279302,0.515223440825
421,Kelseyville Unified,1734359,Kelseyville High,66,57.5454545455,0.532676348548
422,Ventura Unified,5630793,Buena High,908,67.6916299559,0.640656361139
423,Garden Grove Unified,3033933,Los Amigos High,263,47.680608365,0.534994634553
424,Rowland Unified,1936228,Nogales High,354,58.3728813559,0.765904748425
425,Manteca Unified,3935103,Manteca High,424,54.0660377358,0.507855822551
426,Gonzales Unified,2730885,Gonzales High,72,52.875,0.699789177793
427,Manteca Unified,3935111,"Calla High, Cont.",41,3.0,0.507855822551
428,San Diego Unified,3730314,University City High,785,79.672611465,0.535812574977
429,Torrance Unified,1936277,North High,939,70.5505857295,0.695008146941
430,Sacramento City Unified,3435419,McClatchy (C. K.) High,658,77.6914893617,0.813576409309
431,Alvord Unified,3337128,Alvord Continuation High,17,12.0,0.641564318035
432,Jurupa Unified,3337136,Rubidoux High,173,45.3352601156,0.588575560376
433,San Diego Unified,3730371,San Diego SCPA,301,84.6943521595,0.639748894279
434,Imperial County Office of Education,1330117,Imperial County Juvenile Hall,75,11.92,0.660288270378
435,Central Union High,1330133,Southwest High,481,63.340956341,0.660288270378
436,Los Angeles Unified,1936350,North Hollywood Senior High,429,81.0256410256,0.806232062321
437,Lynwood Unified,109538,Marco Antonio Firebaugh High,122,37.131147541,0.818173573955
438,Sweetwater Union High,3730405,Bonita Vista Senior High,1194,75.6867671692,0.675064800415
439,Southern Kern Unified,1534957,Rosamond High,184,52.8369565217,0.479087452471
440,Baldwin Park Unified,1936384,North Park Continuation High,22,5.0,0.761875699318
441,West Contra Costa Unified,732164,De Anza Senior High,211,42.355450237,0.8259762309
442,Covina-Valley Unified,1936418,Northview High,336,58.7857142857,0.712248743719
443,Placer Union High,3132453,Del Oro High,1096,82.2810218978,0.406476190476
444,Novato Unified,2133056,San Marin High,493,66.7342799189,0.789473684211
445,Chaffey Joint Union High,3632205,Chaffey High,450,53.0733333333,0.673227478223
446,Vista Unified,3738705,Vista High,762,74.937007874,0.523737297133
447,Norwalk-La Mirada Unified,1936467,Norwalk High,358,53.0027932961,0.66824754731
448,Antelope Valley Union High,1996644,R. Rex Parris High,55,2.0,0.5248
449,Anaheim Union High,3034204,Magnolia High,213,53.1079812207,0.639949943388
450,San Bernardino City Unified,3632221,Cajon High,31,42.935483871,0.526741940276
451,Paradise Unified,437350,Paradise Senior High,358,65.2681564246,0.492440604752
452,Kern Union High,1535087,Shafter High,160,41.95,0.595263958288
453,Fremont Unified,134270,Irvington High,1246,81.8290529695,0.722321695016
454,Hamilton Unified,1133701,Hamilton High,63,52.3174603175,0.335867933967
455,Duarte Unified,1932482,Duarte High,290,58.2172413793,0.69235280319
456,Ramona City Unified,6106264,Ramona Community,80,85.05,0.315043052507
457,Visalia Unified,5434527,Redwood High,745,71.1825503356,0.573157315732
458,Alameda City Unified,134304,Island High  (Continuation),35,6.0,0.891270112975
459,Eureka City Schools,1232057,Zoe Barnum High,11,64.0,0.655882352941
