,District,School Code,School Name,number,score,vote
1708,Lemoore Union High,1630011,"Jamison (Donald C.) High, Cont",77,15.8051948052,0.421127512004
1709,Lucia Mar Unified,4030268,Nipomo High,778,55.3431876607,0.448065173116
1710,Los Angeles Unified,1933118,John C. Fremont Senior High,2169,20.1742738589,0.902615006047
1711,Gilroy Unified,114496,Dr. T. J. Owens Gilroy Early,172,92.6511627907,0.697410402909
1712,Fullerton Joint Union High,3030855,Buena Park High,1327,47.27279578,0.624969158648
1713,Desert Sands Unified,114504,Summit High (Continuation),117,14.0,0.441717002956
1714,Mojave Unified,114512,California City High,326,40.0736196319,0.391441157961
1715,Round Valley Unified,2334563,Round Valley High,65,7.69230769231,0.55219123506
1716,ABC Unified,1933159,Gahr (Richard) High,1418,56.5423131171,0.669346150659
1717,Delhi Unified,114538,Shattuck Independent Study,12,8.0,0.583757866347
1718,Hanford Joint Union High,1630060,"Hanford High Night, Cont.",26,8.0,0.41235459286
1719,Sacramento City Unified,114546,School of Engineering & Scien,159,59.1886792453,0.746039824416
1720,Pomona Unified,1933175,Ganesha High,898,34.0356347439,0.742633439973
1721,Shasta Union High,4530044,Foothill High,912,69.9451754386,0.245927075252
1722,San Juan Unified,3432317,El Camino Fundamental High,1196,57.9197324415,0.613677778969
1723,Anderson Union High,4530051,Oakview High (Alternative),71,20.0563380282,0.253796337651
1724,Piedmont City Unified,136515,Piedmont High,546,89.1208791209,0.855087197935
1725,Kings County Office of Education,1630102,Montgomery J C,44,4.72727272727,0.41235459286
1726,Gateway Unified,4530077,Mountain Lakes High,68,16.2941176471,0.318652162377
1727,Alameda City Unified,106401,Alameda Science and Technolog,132,83.803030303,0.891270112975
1728,San Diego County Office of Education,116038,North Region Court,29,14.0689655172,0.485431302545
1729,Los Angeles Unified,1933233,Sherman Oaks Center for Enric,795,81.3597484277,0.695140327745
1730,West Sonoma County Union High,4931507,El Molino High,498,61.8232931727,0.739003936334
1731,Gateway Unified,4530101,Shasta Lake Alternative,42,26.3571428571,0.318652162377
1732,Los Angeles Unified,1933241,Gardena Senior High,1306,30.2633996937,0.739858156028
1733,Windsor Unified,4930269,Windsor Oaks Academy,33,3.0,0.690663417876
1734,Stockton Unified,3932100,Edison High,1319,31.2494313874,0.651608986035
1735,Hanford Joint Union High,1630151,Hanford Joint Union High Commu,13,0.0,0.41235459286
1736,San Jose Unified,4333522,Leland High,1312,84.2637195122,0.769055225924
1737,Fowler Unified,1032150,Fowler High,453,45.3907284768,0.46937099688
1738,Hanford Joint Union High,1630169,Hanford West High,894,43.48098434,0.41235459286
1739,Santa Barbara Unified,4235230,San Marcos Senior High,1271,60.3351691581,0.730465874435
1740,Shasta County Office of Education,4530150,Shasta County Juvenile,16,0.0,0.35168792198
1741,Le Grand Union High,2433001,Le Grand High,363,38.0936639118,0.361397479954
1742,Ukiah Unified,2334704,"South Valley High, Cont.",63,4.85714285714,0.634938728983
1743,Kings County Office of Education,1630193,Kings County,76,1.44736842105,0.41235459286
1744,Los Angeles Unified,1932391,West Hollywood Opportunity,78,22.9871794872,0.843086361491
1745,Palos Verdes Peninsula Unified,1933308,"Rancho del Mar High, Cont.",53,9.54716981132,0.558045395403
