,District,School Code,School Name,number,score,vote
788,Barstow Unified,3630712,Central High (Continuation),51,10.0,0.488238562697
789,Davis Joint Unified,6060396,Holmes (Oliver Wendell),284,77.8274647887,0.521778584392
790,Eureka City Schools,1275515,Home/hospital and independent study,26,42.3076923077,0.640475500145
791,Santa Rosa High,4935292,Piner High,291,41.8144329897,0.723734225331
792,Sweetwater Union High,116350,Bounce Back Independent Study,32,19.0,0.754016957886
793,Apple Valley Unified,3631009,High Desert Premier Academy,115,8.66086956522,0.412444444444
794,Irvine Unified,3030657,Northwood High,942,65.9140127389,0.627551020408
795,Moreno Valley Unified,3333762,March Mountain High,12,25.0,0.600726019361
796,Oxnard Union High,5631619,Camarillo (Adolfo) High,1610,70.9670807453,0.524601734221
797,Turlock Unified,5037700,Turlock High,1106,54.2486437613,0.616432613708
798,Oakdale Joint Unified,5035654,Oakdale High,1348,58.9443620178,0.381089459699
799,Merced Union High,2430601,Atwater High,424,52.0778301887,0.48679338435
800,Moreno Valley Unified,3333770,Moreno Valley High,108,36.1481481481,0.600726019361
801,Desert Sands Unified,3330669,La Quinta High,1340,61.5679104478,0.441717002956
802,Tulare Joint Union High,116368,Mission Oak High,509,46.5854616896,0.509095204347
803,Fontana Unified,3630019,"Birch High, Cont.",14,21.0,0.598276322822
804,Hesperia Unified,3630746,Sultana High,1076,46.6933085502,0.346627880273
805,San Mateo Union High,4134557,Mills High,245,63.1469387755,0.766854127612
806,Vista Unified,118430,Mission Vista High,854,61.2131147541,0.523737297133
807,Fontana Unified,108191,Summit High,280,44.1928571429,0.598276322822
808,San Juan Unified,3430048,Mesa Verde High,851,29.0211515864,0.452056425213
809,Los Angeles Unified,1939107,Verdugo Hills Senior High,746,48.8512064343,0.645780856423
810,Oceanside Unified,3735206,Oceanside High,683,54.1991215227,0.585771868293
811,Kern Union High,116392,Independence High,654,46.9694189602,0.815833333333
812,Humboldt County Office of Education,106153,Eel River Community,14,7.0,0.640475500145
813,Valley Center-Pauma Unified,3731114,Valley Center High,812,63.4384236453,0.406335549472
814,Kern Union High,116400,Mira Monte High,48,31.1875,0.568197553658
815,Humboldt County Office of Education,106161,Eureka Community,40,15.0,0.640475500145
816,Live Oak Unified,5135256,Live Oak High,121,47.2892561983,0.486523370863
817,Redlands Unified,3630779,Redlands East Valley High,1279,52.8991399531,0.560438237419
818,Tamalpais Union High,2133692,Tamalpais High,1269,64.5839243499,0.896343306135
819,Gateway Unified,4531901,Central Valley High,750,33.068,0.318652162377
820,Murrieta Valley Unified,102079,Tenaja Canyon Academy,17,65.0,0.408031308491
821,Napa Valley Unified,2830016,Vintage High,1017,51.0422812193,0.635677083333
822,Lodi Unified,108225,Ronald E. McNair High,76,39.3289473684,0.568053440739
823,Victor Valley Union High,3630787,Silverado High,487,33.1190965092,0.562874603361
824,El Dorado Union High,930081,Oak Ridge High,2365,69.9691331924,0.455197962491
825,Cotati-Rohnert Park Unified,4930046,El Camino High,23,17.0,0.729064800041
826,Lakeport Unified,1732304,Clear Lake High,350,54.5371428571,0.539069359087
827,Antioch Unified,117218,Dozier-Libbey Medical High,202,53.0594059406,0.720506845325
828,Anaheim Union High,3032786,"Gilbert High, Cont.",36,8.16666666667,0.639949943388
829,Barstow Unified,3630803,Barstow High,563,33.7886323268,0.488238562697
830,Conejo Valley Unified,5633748,Newbury Park High,2414,67.1056338028,0.493549203137
831,Kelseyville Unified,1734359,Kelseyville High,436,35.9013761468,0.532676348548
832,Tracy Joint Unified,3938008,Tracy High,993,45.6022155086,0.628774661119
833,Fresno Unified,1031897,Edison High,299,72.9397993311,0.443277310924
834,Hesperia Unified,3630811,Shadow Ridge,11,9.0,0.346627880273
835,Lodi Unified,3930377,Henderson Community Day,27,7.22222222222,0.501566784175
836,Julian Union High,3733219,Julian High,122,61.8852459016,0.467741935484
837,Capistrano Unified,3030756,Tesoro,2530,71.6320158103,0.436565696302
838,Plumas Unified,3233509,Greenville Junior/Senior,23,48.2173913043,0.413793103448
839,Cabrillo Unified,4132817,Half Moon Bay High,635,64.7212598425,0.779235816287
840,Fairfield-Suisun Unified,4833000,Fairfield High,195,43.5846153846,0.649664153932
841,Templeton Unified,4030185,Templeton Indep. St. High,66,50.696969697,0.457703927492
842,Roseville Joint Union High,116459,Antelope High,1360,51.4441176471,0.514728477984
843,Orange County Department of Education,3030764,Access County Community,387,19.7751937984,0.554275122895
844,Antioch Unified,730861,Antioch High,672,35.4449404762,0.671317619435
845,Lucia Mar Unified,4030557,Arroyo Grande High,1777,62.4068655037,0.530927105449
846,Nevada Joint Union High,112367,William & Marian Ghidotti Hig,182,84.3736263736,0.486882716049
847,Antelope Valley Union High,100081,William J. (Pete) Knight High,341,42.2903225806,0.55445193331
848,Sequoia Union High,4136693,Sequoia High,839,76.0345649583,0.786446020489
849,Rialto Unified,102830,Wilmer Amina Carter High,281,48.2491103203,0.666440562998
850,Chaffey Joint Union High,3630845,Chaffey Community Day,34,26.5882352941,0.740069892208
851,Oxnard Union High,5631742,Channel Islands High,16,56.0,0.593989852999
852,John Swett Unified,737023,John Swett High,83,56.4096385542,0.820858214137
853,Manteca Unified,3930310,Sierra High,666,45.0315315315,0.507855822551
854,Fremont Union High,4333316,Homestead High,1319,69.5572403336,0.810852120749
855,Linden Unified,3933959,Linden High,481,48.6216216216,0.871118012422
856,Central Union High,1333004,Central Union High,58,74.1206896552,0.660288270378
857,West Contra Costa Unified,732941,El Cerrito Senior High,326,54.782208589,0.889901823282
858,Alameda City Unified,132878,Encinal High,263,55.3498098859,0.891270112975
859,Escondido Union High,3735313,Orange Glen High,364,44.4450549451,0.369605142332
860,Huntington Beach Union High,3030806,HBUHSD Community Day,22,13.5,0.601399900892
861,Delano Joint Union High,1531672,Delano High,11,73.0,0.800452147702
862,Elk Grove Unified,3430170,Valley High,43,46.3488372093,0.810262114997
863,Newport-Mesa Unified,3034907,Back Bay High (Cont.),42,26.0,0.47624178429
864,Benicia Unified,4831004,Benicia High,1247,59.5589414595,0.689301416707
865,San Diego Unified,107482,San Diego Metro Career and Te,38,76.3684210526,0.63646714996
866,Washington Unified,5730080,W Sacto Sch/Indp Study,13,62.0,0.66942877292
867,Gridley Unified,433953,Gridley High,360,50.5361111111,0.38407079646
868,Ramona City Unified,102178,Future Bound Independent Stud,18,17.0,0.315043052507
869,Napa Valley Unified,2830115,New Technology High,269,60.8066914498,0.693938949222
870,Perris Union High,3335973,Perris,55,48.1636363636,0.624669797476
871,Grossmont Union High,3737905,Santana High,1420,57.9492957746,0.371937452964
872,San Dieguito Union High,3737384,"Sunset High, Cont.",55,40.0909090909,0.639365324083
873,San Luis Obispo County Office of Educati,4030250,San Luis Obispo County Commun,105,18.0,0.674925097949
874,Woodland Joint Unified,5738802,Woodland Senior High,567,46.164021164,0.655936454849
875,Apple Valley Unified,3630894,Granite Hills High,940,34.8957446809,0.285087719298
876,Davis Joint Unified,5730098,Davis Independent Study,25,60.08,0.521778584392
877,Redlands Unified,3634995,"Orangewood High, Cont.",45,13.5111111111,0.560438237419
878,Santa Barbara Unified,4235230,San Marcos Senior High,861,67.1416957027,0.730465874435
879,Fontana Unified,3630902,Kaiser (Henry J.) High,142,35.2183098592,0.782992589478
880,East Side Union High,4334900,Mt. Pleasant High,48,69.0625,0.790654620853
881,Cotati-Rohnert Park Unified,4935482,Rancho Cotate High,932,45.7027896996,0.729064800041
882,Lemoore Union High,1630011,"Jamison (Donald C.) High, Cont",13,38.0,0.421127512004
883,Lucia Mar Unified,4030268,Nipomo High,723,50.9972337483,0.448065173116
884,Escondido Union High,3730058,San Pasqual High,1354,62.0598227474,0.515933646186
885,Sanger Unified,1036094,Sanger High,422,48.0710900474,0.374449339207
886,Gilroy Unified,114496,Dr. T. J. Owens Gilroy Early,112,91.0267857143,0.697410402909
887,Placentia-Yorba Linda Unified,119404,Yorba Linda High,1614,75.790582404,0.502101078932
888,Napa Valley Unified,2830149,Valley Oak High,24,8.0,0.635677083333
889,Fullerton Joint Union High,3030855,Buena Park High,166,51.1746987952,0.624969158648
890,Desert Sands Unified,114504,Summit High (Continuation),22,18.0,0.441717002956
891,Ojai Unified,5631817,"Chaparral High, Cont.",22,4.5,0.733727810651
892,San Dieguito Union High,3737418,San Dieguito High Academy,1621,61.5175817397,0.639365324083
893,Saddleback Valley Unified,3034956,Mission Viejo High,2171,66.6549976969,0.475959441779
894,Lake Tahoe Unified,937805,South Tahoe High,704,56.7159090909,0.64748427673
895,Atascadero Unified,4030151,Del Rio Continuation High,36,8.0,0.472904383491
896,Mendocino County Office of Education,2330447,Mendocino County,33,9.39393939394,0.634938728983
897,Mojave Unified,114512,California City High,176,37.0170454545,0.391441157961
898,Ceres Unified,5030200,"Argus High, Cont.",66,7.63636363636,0.549878345499
899,San Dieguito Union High,106328,Canyon Crest Academy,1967,73.7834265379,0.639365324083
900,Yuba City Unified,5130075,Yuba City Unified Alter.,31,22.4193548387,0.402011581835
901,Natomas Unified,102236,Inderkum High,226,41.7566371681,0.673297678059
902,Manteca Unified,3932001,East Union High,750,39.936,0.507855822551
903,Redlands Unified,3635042,Redlands Senior High,1171,55.4987190436,0.560438237419
904,Poway Unified,3735867,Poway High,2226,70.2708894879,0.473045822102
